,Location,Name,count,geometry,SpatialLag,pval
401,"1 Ave, E 41 To E 42 Sts",Robert Moses Playground,248.0,"POLYGON ((994141.7387514048 211940.9708312321, 994141.7387514048 211940.9708312321, 994136.5315666598 211782.2005139233, 994120.820094562 211624.6342552289, 994094.7237095496 211469.471249387, 994058.4408338058 211317.892413097, 994012.2474328374 211171.0513970392, 993956.4949203659 211030.0658045262, 993891.6074882748 210896.0086842331, 993818.0788818439 210769.900361707, 993736.468644724 210652.7006719926, 993647.3978620864 210545.301652388, 993551.5444343201 210448.5207511988, 993449.6379172789 210363.0946041077, 993342.453968294 210289.6734256984, 993230.8084402838 210228.8160587431, 993115.5511690606 210180.985719214, 992997.5595010906 210146.5464692291, 992877.7316112554 210125.7604449482, 992756.9796614994 210118.785860658, 992636.2228526777 210125.6758039284, 992516.3804226161 210146.3778314943, 992398.3646439437 210180.7343684905, 992283.0738750584 210228.4839083744, 992171.3857173985 210289.2630040792, 992064.1503312446 210362.6090354381, 991962.1839610313 210447.9637316573, 991866.2627196573 210544.6774220167, 991777.1166791277 210652.0139823853, 991695.4243126541 210769.1564398047, 991621.807330505 210895.2131925506, 991556.8259489796 211029.2247980193, 991500.974628419 211170.1712769938, 991454.6783127395 211316.9798783927, 991418.289198941 211468.533245498, 991392.0840611075 211623.6779213434, 991376.2621491089 211781.2331286079, 991370.9436779157 211939.999757005, 991376.1689186916 212098.769489841, 991391.8978986111 212256.3340002557, 991418.0107112664 212411.4941471104, 991454.3084353385 212563.0691005797, 991500.5146541517 212709.9053279652, 991556.2775645241 212850.8853714522, 991621.1726586374 212984.9363509702, 991694.7059584049 213111.0381275442, 991776.3177775679 213228.231065052, 991865.3869828959 213335.6233313395, 991961.2357219149 213432.3976832964, 992063.13458124 213517.8176842363, 992170.3081362162 213591.2333063341, 992281.9408497377 213652.0858756309, 992397.1832753612 213699.9123219313, 992515.1585176931 213734.3487014245, 992634.9689009397 213755.1329651407, 992755.7027950754 213762.1069523197, 992876.4415478696 213755.2175935082, 992996.2664701057 213734.5173142266, 993114.2658211319 213700.163636213, 993229.5417416923 213652.4179791497, 993341.2170815109 213591.6436721173, 993448.4420697639 213518.303189789, 993550.4007779551 213432.9546343496, 993646.3173259925 213336.2474899283, 993735.461784472 213228.9176817756, 993817.1557282624 213111.7819776732, 993890.7773991586 212985.7317741598, 993955.7664383999 212851.7263148375, 994011.6281529698 212710.7853921793, 994057.9372831342 212563.9815884389, 994094.3412425289 212412.4321145621, 994120.5628060042 212257.2903092131, 994136.4022245947 212099.7368625041, 994141.7387514048 211940.9708312321))",192.5,0.005
404,"W 43 St, 8 & 9 Aves",Mccaffrey Playground,783.0,"POLYGON ((988045.38547468 215801.1754892646, 988045.38547468 215801.1754892646, 988040.13925388 215642.4062416355, 988024.3907197266 215484.8436930498, 987998.2595287308 215329.6870095511, 987961.9443679677 215178.1170597716, 987915.7214486739 215031.2874267632, 987859.9424092337 214890.3156272105, 987795.0316434318 214756.2746048307, 987721.4830741496 214630.1845626262, 987639.8563969892 214513.0051964864, 987550.7728222492 214405.6283890067, 987454.9103477043 214308.8714193956, 987352.998598075 214223.4707411593, 987245.8132705333 214150.0763749723, 987134.1702285089 214089.2469594898, 987018.9192889014 214041.4454978921, 986900.9377500004 214007.0358324517, 986781.1237096152 213986.2798741167, 986660.3892242928 213979.3356082728, 986539.6533619645 213986.255891716, 986419.8352010539 214006.9880502034, 986301.846829468 214041.374279541, 986186.5863970229 214089.1528471614, 986074.931274264 214149.960085065, 985967.731370043 214223.3331588995, 985865.8026587396 214308.7135920672, 985769.9209666282 214405.451517992, 985680.816064705 214512.8106281081, 985599.1661130621 214629.9737779067, 985525.5924991567 214756.0492081965, 985460.6551092071 214890.077334291, 985404.8480687343 215031.0380513154, 985358.5959846403 215177.8584998711, 985322.2507172822 215329.421233146, 985296.0887070341 215484.5727229767, 985280.3088755313 215642.1321402254, 985275.0311174805 215800.9003426336, 985280.2953941918 215959.6690015803, 985296.0614357542 216117.2297984433, 985322.2090537027 216272.3836203668, 985358.5390618375 216423.9496856946, 985404.7747977924 216570.7745293895, 985460.5642337553 216711.7407802973, 985525.4826600482 216845.7756632912, 985599.0359210297 216971.8591618993, 985680.6641785465 217089.0317790711, 985769.7461742708 217196.4018372715, 985865.6039584163 217293.1522623523, 985967.508048774 217378.5467996834, 986074.6829808957 217451.9356151671, 986186.3132072104 217512.7602387851, 986301.5493002181 217560.5578129855, 986419.5144127349 217594.9646135981, 986539.3109460596 217615.7188167163, 986660.0273755916 217622.6624903, 986780.7451820049 217615.7427955346, 986900.5458355068 217595.0123887792, 987018.51778014 217560.6290210122, 987133.7633652131 217512.8543378387, 987245.4056713107 217452.0518892485, 987352.5951790094 217378.6843640591, 987454.5162298215 217293.3100702773, 987550.3932302337 217196.5786879489, 987639.4965518077 217089.2263267915, 987721.1480824592 216972.0699262768, 987794.7263867641 216846.0010405172, 987859.6714359851 216711.9790553233, 987915.4888718784 216571.0238890162, 987961.7537716817 216424.2082323157, 987998.1138856399 216272.6493864428, 988024.2923222717 216117.5007614491, 988040.0896608352 215959.9430994032, 988045.38547468 215801.1754892646))",494.75,0.001
407,"Clinton, Cherry & Water Sts",Cherry Clinton Playground,51.0,"POLYGON ((989434.2725718437 198422.8213666373, 989434.2725718437 198422.8213666373, 989429.0316385707 198264.0528709565, 989413.2808023986 198106.4904642445, 989387.1397373438 197951.3333115227, 989350.8072056428 197799.7622850522, 989304.5595507233 197652.9309761785, 989248.7485992239 197511.9569144616, 989183.7989877933 197377.913060973, 989110.2049349584 197251.8196404467, 989028.5264824607 197134.6363746476, 988939.3852346464 197027.2551760385, 988843.4596282127 196930.4933574306, 988741.4797683406 196845.0874094134, 988634.2218705605 196771.6873929595, 988522.5023505979 196710.8519898803, 988407.1716073984 196663.0442490628, 988289.1075466018 196628.6280606654, 988169.2088940481 196607.8653854134, 988048.3883502319 196600.9142598309, 987927.5656380508 196607.8275929768, 987807.6604968925 196628.5527634845, 987689.5856766505 196662.9320203197, 987574.2399850577 196710.7036838839, 987462.5014415375 196771.5041386498, 987355.2205898227 196844.8706017518, 987253.2140203626 196930.2446467691, 987157.2581519823 197026.976455569, 987068.0833201976 197134.3297659616, 986986.3682173274 197251.4874773933, 986912.7347266633 197377.5578718772, 986847.7431901263 197511.5814028785, 986791.8881453371 197652.5380003007, 986745.5945645442 197799.3548359415, 986709.2146239163 197950.9144903514, 986683.0250277201 198106.0634586828, 986667.2249075389 198263.6209308993, 986661.9343124907 198422.3877794715, 986667.1933015856 198581.1556860749, 986682.9616451549 198738.7163377931, 986709.1191372143 198893.8706229273, 986745.4665164154 199045.4377563689, 986791.7269881825 199192.2642650472, 986847.5483364544 199333.2327652345, 986912.505608678 199467.2704648729, 986986.1043535608 199593.3573261956, 987067.7843867852 199710.5338267364, 987156.9240559856 199817.9082595993, 987252.8449724268 199914.6635175352, 987354.8171734312 200000.0633092954, 987462.0646761825 200073.4577609812, 987573.7713807924 200134.2883598458, 987689.0872777136 200182.0922029881, 987807.1349124 200216.5055186588, 987927.0160581133 200237.2664334576, 988047.8185462856 200244.2169643033, 988168.623202645 200237.3042202441, 988288.5108364063 200216.5808047162, 988406.5692296402 200182.2044154734, 988521.9000737363 200134.4366449334, 988633.6258004088 200073.6409903768, 988740.8962553475 200000.280088795, 988842.8951640145 199914.912197628, 988938.8463403507 199818.186948041, 989028.0195914053 199710.8404028974, 989109.7362728929 199593.6894572165, 989183.3744535459 199467.6256234046, 989248.3736489505 199333.6082486511, 989304.2390887722 199192.6572160108, 989350.5454849177 199045.8451845754, 989386.9402718202 198894.2894278314, 989413.1462941305 198739.1433322313, 989428.9639211518 198581.587620482, 989434.2725718437 198422.8213666373))",93.25,0.045
408,E 108 To E 109 Sts Bet Park & Madison Aves,Peter Minuit Park,158.0,"POLYGON ((1000254.040745295 228849.3040036455, 1000254.040745295 228849.3040036455, 1000248.877289635 228690.5312751991, 1000233.216558942 228532.9599693754, 1000207.177541478 228377.7893187408, 1000170.958222806 228226.2002980518, 1000124.834084721 228079.3466353467, 1000069.156013796 227938.3460300215, 1000004.347635353 227804.2716448255, 999930.9020930057 227678.1439365346, 999849.3782982228 227560.9228875128, 999760.3966782673 227453.5006974411, 999664.6344549372 227356.6949907894, 999562.8204899442 227271.2425918712, 999455.7297362251 227197.7939149124, 999344.1773374148 227136.9080118535, 999229.0124205366 227089.0483157285, 999111.1116291739 227054.5791120272, 998991.3724465828 227033.7627648627, 998870.7063595848 227026.7577192769, 998750.0319155672 227033.6172947236, 998630.2677255169 227054.2892791064, 998512.3254666044 227088.6163263218, 998397.1029377186 227136.3371543699, 998285.4772209584 227197.0885348395, 998178.2980014061 227270.4080586789, 998076.3810960518 227355.7376570088, 997980.5022413542 227452.4278502997, 997891.3911867498 227559.7426934427, 997809.726139205 227676.8653789428, 997736.1286010949 227802.9044557125, 997671.1586407555 227936.9006158666, 997615.3106316227 228077.8339978584, 997569.0094924262 228224.631950407, 997532.6074568883 228376.1771979348, 997506.3813974451 228531.3163453285, 997490.5307232002 228688.868657373, 997485.1758680248 228847.6350458152, 997490.3573799876 229006.4071957408, 997506.0356190625 229163.9767618389, 997532.0910650035 229319.1445643914, 997568.325233078 229470.7297151814, 997614.4621902973 229617.5786037575, 997670.1506605871 229758.5736757894, 997734.9667026467 229892.6419366399, 997808.4169400051 230018.7631156362, 997889.9423185394 230135.9774287743, 997978.9223628651 230243.3928810666, 998074.6798990582 230340.1920527597, 998176.486207824 230425.6383181, 998283.5665688561 230499.0814492295, 998395.1061542961 230559.9625627193, 998510.2562264485 230607.8183710427, 998628.1405927794 230642.2847068543, 998747.8622690988 230663.0992931892, 998868.5103005008 230670.1037384996, 998989.1666882192 230663.2447415644, 999108.9133698877 230642.5744969026, 999226.8392003229 230608.250297774, 999342.0468798068 230560.5333396295, 999453.6597774322 230499.7867332749, 999560.8285976193 230426.4727427334, 999662.737839358 230341.1492687443, 999758.6119990443 230244.4656047573, 999847.7214698973 230137.1574974981, 999929.388093072 230020.0415497821, 1000002.990318319 229894.0090079663, 1000067.967934886 229760.0189813901, 1000123.826336705 229619.0911452276, 1000170.140289272 229472.2979822527, 1000206.557169536 229320.7566225265, 1000232.799654011 229165.6203430085, 1000248.667834528 229008.0697917983, 1000254.040745295 228849.3040036455))",120.0,0.023
411,"2 Ave, E 96 To E 97 Sts",Marx Brothers Playground,127.0,"POLYGON ((1000561.188126545 225023.9968746816, 1000561.188126545 225023.9968746816, 1000556.025833574 224865.2243399815, 1000540.364594978 224707.653092777, 1000514.32340288 224552.4823652024, 1000478.100259397 224400.8931326135, 1000431.970675427 224254.0391246889, 1000376.28557899 224113.0380434637, 1000311.468648874 223978.9630553625, 1000238.013093786 223852.8346217658, 1000156.477901382 223735.6127306087, 1000067.483585678 223628.1895880168, 999971.7074650924 223531.3828257687, 999869.8785070962 223445.9292762255, 999762.7717787341 223372.4793624137, 999651.2025452132 223311.5921457289, 999536.0200616851 223263.7310692462, 999418.1011054256 223229.2604289655, 999298.3432979283 223208.4425999655, 999177.658267765 223201.4360385649, 999056.9647064911 223208.2940757732, 998937.1813705834 223228.9645111938, 998819.2200829353 223263.2900105109, 998703.9787872442 223311.0093034755, 998592.3347084405 223371.7591733623, 998485.1376713495 223445.0772225681, 998383.2036285705 223530.405393407, 998287.3084469903 223627.0942171757, 998198.1820002957 223734.4077591498, 998116.5026125978 223851.5292217081, 998042.8918954199 223977.5671630235, 997977.9100173857 224111.5622837972, 997922.051442644 224252.4947303816, 997875.741170336 224399.2918585488, 997839.3315036861 224550.8363989847, 997813.0993732127 224705.9749619334, 997797.2442342236 224863.5268165894, 997791.886554567 225022.2928781792, 997797.0669038185 225181.0648342795, 997812.7456507904 225338.6343410382, 997838.803271375 225493.8022192065, 997875.0412642896 225645.3875800099, 997921.1836674318 225792.2368114172, 997976.8791632875 225933.232356501, 998041.7037570863 226067.3012170739, 998115.164007262 226193.4231179284, 998196.7007835016 226310.6382696194, 998285.6935236654 226418.0546707984, 998381.4649572058 226514.854894538, 998483.2862590663 226600.3023071254, 998590.3825948335 226673.7466720087, 998701.939015063 226734.629096397, 998817.1066539396 226782.4862828153, 998935.0091852311 226816.9540534732, 999054.7494865113 226837.7701204912, 999175.4164611161 226844.7760810682, 999296.0919661128 226837.9186224643, 999415.8577936414 226817.2499274756, 999533.8026528024 226782.9272775695, 999649.0290990657 226735.2118563949, 999760.6603586976 226674.4667630346, 999867.8469963657 226601.154249961, 999969.7733754623 226515.832206655, 1000065.663861955 226419.1499156287, 1000154.788724814 226311.843113116, 1000236.469688052 226194.728391966, 1000310.085092275 226068.6969891683, 1000375.074626445 225934.7080053504, 1000430.943593785 225793.7811076992, 1000477.266679385 225646.9887718238, 1000513.691190682 225495.448121443, 1000539.939746124 225340.3124281171, 1000555.812391334 225182.7623354478, 1000561.188126545 225023.9968746816))",90.75,0.026
415,"Catherine Slip, Madison & South Sts",Alfred E Smith Park,130.0,"POLYGON ((986329.2724347273 198203.758861707, 986329.2724347273 198203.758861707, 986324.0111542057 198044.9910499556, 986308.2400304751 197887.4306708055, 986282.0788919668 197732.2768739077, 986245.7266536779 197580.7105059772, 986199.4598090351 197433.8851229401, 986143.6303307185 197292.9182092813, 986078.662996389 197158.8826716861, 986005.0521594643 197032.7986716087, 985923.3579894326 196915.6258591387, 985834.20221027 196808.2560671734, 985738.2633692756 196711.5065217198, 985636.2716723632 196626.1136199649, 985529.0034251553 196552.7273235644, 985417.2751221618 196491.9062099106, 985301.9372291688 196444.1132191131, 985183.8677062395 196409.7121290731, 985063.9653207882 196388.9647855634, 984943.1428017218 196382.0291084086, 984822.3198869675 196388.957889067, 984702.4163174652 196409.6983885848, 984584.3448311335 196444.0927392331, 984469.0042103316 196491.8791465308, 984357.2724358856 196552.6938826977, 984250.0000000044 196626.0740561653, 984148.00342908 196711.4611361541, 984052.059065833 196808.2052053167, 983962.8971582091 196915.5699081445, 983881.196300153 197032.7380573676, 983807.5782665454 197158.8178555734, 983742.6032816496 197292.8496846583, 983686.7657571129 197433.8134113671, 983640.4905318327 197580.6361532783, 983604.1296422846 197732.2004459978, 983577.9596477286 197887.3527493837, 983562.179530567 198044.9122280674, 983556.9091876777 198203.6797392513, 983562.188523948 198362.4469595973, 983577.977154846 198520.005581463, 983604.1547199944 198675.1565085986, 983640.5218052772 198826.7189814743, 983686.8014661602 198973.5395625272, 983742.6413405372 199114.5009131604, 983807.6163348722 199248.5302957391, 983881.2318630021 199374.607735809, 983962.9276128986 199491.7737826164, 984052.0818125827 199599.1368088262, 984148.0159627461 199695.8797940028, 984250.0000000044 199781.2665403045, 984357.2578514694 199854.6472730986, 984468.9733385004 199915.4635840293, 984584.2963847184 199963.2526789265, 984702.3494811715 199997.650898261, 984822.2343595555 200018.3964834966, 984943.0388229073 200025.3315682053, 985063.8436819128 200018.4033789569, 985183.7297442477 199997.6646367188, 985301.7848039393 199963.2731558421, 985417.1105777436 199915.4906435944, 985528.829535953 199854.6807094211, 985636.0915757735 199781.3060989652, 985738.0804866927 199695.9251739928, 985834.0201587343 199599.1876648424, 985923.1804864933 199491.8297276772, 986004.8829240283 199374.6683442049, 986078.5056484665 199248.5951062715, 986143.4882930166 199114.5694326491, 986199.3362132963 198973.6112695514, 986245.6242545354 198826.7933303539, 986281.9999908622 198675.2329335394, 986308.1864118946 198520.0835008543, 986323.9840361233 198362.5257804587, 986329.2724347273 198203.758861707))",158.5,0.007
417,"Madison St, Catherine To Oliver Sts",Alfred E. Smith Playground,187.0,"POLYGON ((986356.9486527775 198750.2566716261, 986356.9486527775 198750.2566716261, 986351.6876722071 198591.4888225083, 986335.9170835488 198433.9283943014, 986309.7567111611 198278.7745369861, 986273.4054642138 198127.208097775, 986227.1398285785 197980.3826331142, 986171.3117677445 197839.4156281069, 986106.3460485812 197705.3799901398, 986032.7370122136 197579.2958814106, 985951.0448144265 197462.1229528312, 985861.8911641859 197354.7530381726, 985765.9545925891 197258.0033643989, 985663.9652882772 197172.6103296311, 985556.6995386645 197099.2238965516, 985444.9738192522 197038.4026435888, 985329.6385761638 196990.6095119073, 985211.5717492948 196956.2082804629, 985091.6720855415 196935.4607961202, 984970.8522930966 196928.5249797727, 984850.0320891365 196935.4536239286, 984730.1311939697 196956.1939906797, 984612.0623251621 196990.5882133099, 984496.7242451519 197038.3744983046, 984384.9949154281 197099.1891188315, 984277.7248095946 197172.5691842095, 984175.7304363092 197257.9561644722, 984079.7881215683 197354.7001430343, 983990.6280977268 197462.0647651027, 983908.9289443931 197579.2328440163, 983835.3124234739 197705.3125829012, 983770.33874772 197839.3443641001, 983714.5023188153 197980.3080547574, 983668.2279673227 198127.1307727117, 983631.8677230569 198278.6950537501, 983605.6981403775 198433.8473578422, 983589.9181985493 198591.406849587, 983584.6477931145 198750.1743861217, 983589.9268294377 198908.941643904, 983605.7149252689 199066.5003149798, 983631.8917243035 199221.6513027605, 983668.2578182592 199373.2138472376, 983714.5362701354 199520.0345102904, 983770.3747270382 199660.9959527089, 983835.3481062157 199795.0254361427, 983908.9618337968 199921.1029853709, 983990.6556114571 200038.2691488035, 984079.8076822261 200145.6322982037, 984175.7395629988 200242.3754122115, 984277.721207662 200327.7622919815, 984384.976561536 200401.1431618588, 984496.689464989 200461.9596124516, 984612.0098613037 200509.7488485162, 984730.0602616962 200544.1472094503, 984849.942418381 200564.8929356257, 984970.7441551082 200571.8281595597, 985091.5463033157 200564.900106744, 985211.4296913095 200544.161497124, 985329.4821334704 200509.7701440284, 985444.8053664757 200461.9877537678, 985556.5218799547 200401.1779348488, 985663.7815897196 200327.8034320597, 985765.7683029908 200242.4226063395, 985861.7059265182 200145.6851872645, 985950.8643704866 200038.3273303569, 986032.5651032918 199921.1660166877, 986106.1863150353 199795.0928375826, 986171.1676504379 199661.0672113769, 986227.0144750812 199520.1090839219, 986273.3016425369 199373.2911683329, 986309.6767335727 199221.7307829067, 986335.8627427283 199066.5813493295, 986351.6601916252 198909.023615752, 986356.9486527775 198750.2566716261))",144.25,0.01
423,"N/s E 42 St, 1 To 2 Aves",Mary O'Connor Playground,256.0,"POLYGON ((993725.9488052041 212378.0035668009, 993725.9488052041 212378.0035668009, 993720.7389966727 212219.233311466, 993705.0251106116 212061.6672949011, 993678.9265398314 211906.5047095367, 993642.6417231436 211754.926468871, 993596.446640831 211608.08621904, 993540.692719412 211467.1015575297, 993475.8041614908 211333.0455259201, 993402.274720927 211206.9384414924, 993320.6639477105 211089.7401298358, 993231.5929310938 210982.3426177753, 993135.7395732583 210885.5633421259, 993033.8334295169 210800.1389262157, 992926.6501543603 210726.7195714138, 992815.0055955909 210665.8641066415, 992699.7495816349 210618.0357333694, 992581.7594493936 210583.5984987356, 992461.933362062 210562.8145235852, 992341.1834678665 210555.8420065699, 992220.4289520148 210562.7340195684, 992100.5890348922 210583.438103518, 991982.5759699921 210617.796667932, 991867.288095062 210665.5481908093, 991755.6029895144 210726.3292100008, 991648.3707903973 210799.6770907176, 991546.4077178959 210885.0335480685, 991450.4898598103 210981.7488979564, 991361.3472623883 211089.087003598, 991279.6583726362 211206.230880312, 991206.0448743716 211332.2889155435, 991141.066957364 211466.3016569545, 991085.2190555963 211607.2491166762, 991038.9260869655 211754.0585361838, 991002.5402229897 211905.6125525191, 990976.3382130227 212060.7577038092, 990960.5192831294 212218.3132090996, 990955.2036255798 212377.0799558363, 990960.4314901353 212535.8496264334, 990976.162883991 212693.4138945096, 991002.2778823712 212848.5736207846, 991038.5775473235 213000.1479786203, 991084.7854473975 213146.9834398487, 991140.5497666239 213287.9625524956, 991205.4459864635 213422.0124435624, 991278.9801202525 213548.1129823726, 991360.5924754001 213665.304542199, 991449.6619145877 213772.6953013838, 991545.5105835627 213869.4680282793, 991647.4090694814 213954.8862985542, 991754.581950532 214028.3000975464, 991866.2136947318 214089.1507651806, 991981.4548630191 214136.9752457212, 992099.4285695698 214171.4096103093, 992219.2371502764 214192.1918253085, 992339.9689888416 214199.1637455472, 992460.7054486693 214192.2723172864, 992580.5278579969 214171.5699818163, 992698.524495297 214137.2142764964, 992813.7975219663 214089.4666364582, 992925.469809749 214028.6904058555, 993032.6916110585 213955.348074016, 993134.6470216417 213869.997757194, 993230.5601865021 213773.2889529376, 993319.7012019929 213665.9575991122, 993401.3916691747 213548.8204752877, 993475.0098562995 213422.7689888008, 993539.9954311297 213288.7623930345, 993595.8537270033 213147.820489104, 993642.1595102074 213001.0158667484, 993678.5602198485 212849.4657431399, 993704.7786555057 212694.3234618955, 993720.6150920243 212536.769716761, 993725.9488052041 212378.0035668009))",190.5,0.003
424,"S/s E 42 St, 1 To 2 Aves",Tudor Grove Playground,254.0,"POLYGON ((993615.1892901987 212195.7944725496, 993615.1892901987 212195.7944725496, 993609.9787170981 212037.0242523648, 993594.2639931298 211879.4583187803, 993568.1645174853 211724.2958636086, 993531.8787358591 211572.7177993534, 993485.6826358848 211425.877770808, 993429.9276518235 211284.8933737811, 993365.0379943694 211150.83764785, 993291.5074257407 211024.7309079495, 993209.8955045267 210907.5329770668, 993120.8233287067 210800.1358791183, 993024.9688092849 210703.3570477873, 992923.0615104216 210617.9331030006, 992815.8770953992 210544.5142425589, 992704.2314206882 210483.6592916153, 992588.9743232117 210435.8314477328, 992470.9831481143 210401.394754021, 992351.156066534 210380.6113272083, 992230.405234265 210373.6393617785, 992109.6498436468 210380.5319253868, 991989.8091217261 210401.2365548118, 991871.7953281171 210435.5956553946, 991756.5068061206 210483.347701059, 991644.8211400695 210544.1292256738, 991537.5884712813 210617.4775905984, 991435.6250235081 210702.8345072616, 991339.7068874056 210799.5502880536, 991250.5641113443 210906.8887929294, 991168.8751436893 211024.0330341503, 991095.2616688411 211150.0913963919, 991030.283876404 211284.1044248214, 990974.4361994024 211425.0521294047, 990928.1435540218 211571.8617497304, 990891.7581093278 211723.4159213211, 990865.5566114788 211878.5611811097, 990849.7382826421 212036.1167473286, 990844.4233105173 212194.8835069544, 990849.651939638 212353.6531423085, 990865.3841713917 212511.2173272882, 990891.5000746222 212666.3769232172, 990927.8007044905 212817.9511044705, 990974.0096222068 212964.786344232, 991029.7750040499 213105.7651922051, 991094.6723233935 213239.8147774121, 991168.2075852172 213365.9149714999, 991249.8210883316 213483.1061503805, 991338.8916866916 213590.4964952814, 991434.7415172237 213687.2687777146, 991536.6411582368 213772.6865767451, 991643.8151791287 213846.0998812888, 991755.4480392489 213906.9500350293, 991870.69029104 213954.7739861477, 991988.6650404354 213989.2078098185, 992108.4746153835 214009.9894765078, 992229.2073920242 214016.96084524, 992349.9447266187 214010.0688664531, 992469.767940754 213989.3659856422, 992587.765306777 213955.0097442976, 992703.0389805315 213907.2615816351, 992814.7118288404 213846.4848457948, 992921.9340998472 213773.1420299381, 993023.8898857307 213687.7912539942, 993119.8033286381 213591.0820190149, 993208.9445227993 213483.7502661459, 993290.635067914 213366.6127779679, 993364.2532316522 213240.5609646241, 993429.2386819395 213106.5540819461, 993485.0967530716 212965.6119332563, 993531.4022130428 212818.807110143, 993567.8025034225 212667.2568313209, 993594.0204269736 212512.1144415733, 993609.8562624422 212354.5606354686, 993615.1892901987 212195.7944725496))",191.0,0.004
427,"Cherry To Water Sts, W Catherine To Market Slips",Tanahey Playground,85.0,"POLYGON ((986966.9363588738 198021.6567116515, 986966.9363588738 198021.6567116515, 986961.6792074824 197862.8887722352, 986945.9121023462 197705.3279893811, 986919.7548413152 197550.1735157836, 986883.4063098762 197398.6062033155, 986837.1429732395 197251.7796150952, 986781.3167773931 197110.8112447705, 986716.3524750143 196976.7740101085, 986642.7443964337 196850.6880854804, 986561.0526901587 196733.513135635, 986471.8990614025 196626.1410097184, 986375.9620410962 196529.3889515101, 986273.9718213016 196443.9933773263, 986166.7046963985 196370.6042691648, 986054.9771523458 196309.7802258285, 985939.6396491562 196261.9842097207, 985821.5701439214 196227.58002177, 985701.6674039273 196206.8295313392, 985580.8441607786 196199.8906822006, 985460.0201579058 196206.8162899738, 985340.1151445335 196227.5536398385, 985222.0418695667 196261.9448880551, 985106.6991289844 196309.728263742, 984994.9649197435 196370.540062216, 984887.689752588 196443.9174142627, 984785.6901746909 196529.301810569, 984689.7425516603 196626.0433542177, 984600.5771562591 196733.4057089226, 984518.8726089783 196850.5717052653, 984445.2507127671 196976.6495622397, 984380.2717213022 197110.6796764991, 984324.430076714 197251.6419278449, 984278.1506492614 197398.4634450673, 984241.785507399 197550.0267730976, 984215.6112427575 197705.178379126, 984199.8268702351 197862.7374330759, 984194.5523190987 198021.5047953932, 984199.8275262531 198180.2721438642, 984215.6121386018 198337.8311698521, 984241.7858263471 198492.9827740451, 984278.149204885 198644.5461917512, 984324.4253578834 198791.367978201, 984380.2619499357 198932.3307856394, 984445.2339124811 199066.3618653221, 984518.846682439 199192.4412298964, 984600.5399687564 199309.609413963, 984689.6920182117 199416.9747739057, 984785.6243478599 199513.720271549, 984887.6069081624 199599.1096899171, 984994.8636374692 199672.493234054, 985106.5783656865 199733.3124742165, 985221.9010222042 199781.1045939315, 985339.9541010391 199815.5059106702, 985459.8393340133 199836.2546423251, 985580.6445214679 199843.1928985297, 985701.4504685741 199836.2678817112, 985821.3379747338 199815.5322887034, 985939.3948229864 199781.1439099051, 986054.7227164698 199733.3644289756, 986166.444109349 199672.5574322722, 986273.7088802984 199599.1856431117, 986375.7007980287 199513.8074017801, 986471.6437296823 199417.0724181806, 986560.8075450411 199309.7168292777, 986642.513671623 199192.5575988902, 986716.1402584922 199066.486302481, 986781.1269094493 198932.4623440419, 986836.9789496337 198791.5056567253, 986883.2711929217 198644.6889426767, 986919.6511814559 198493.1295110346, 986945.8418724971 198337.9807762089, 986961.6437520394 198180.4234810441, 986966.9363588738 198021.6567116515))",169.75,0.009
