,Location,Name,count,geometry,SpatialLag,pval
367,"Canal, Hester, Essex, Jefferson Sts",Seward Park,211.0,"POLYGON ((988630.0644807778 199697.8192785589, 988630.0644807778 199697.8192785589, 988624.8185682934 199539.0508830642, 988609.063344668 199381.48892521, 988582.918517325 199226.3325666167, 988546.5828771204 199074.7626734725, 988500.332791155 198927.9328285224, 988444.520104557 198786.960550161, 988379.5694671962 198652.9187859016, 988305.9751053957 198526.8277445547, 988224.2970632648 198409.6471297645, 988135.156942019 198302.2688338143, 988039.2331697873 198205.5101473984, 987937.2558377938 198120.1075372699, 987830.0011423293 198046.711038958, 987718.2854747605 197985.8793075059, 987602.959204705 197938.0753638337, 987484.9002037643 197903.6630691946, 987365.007159268 197882.9043546512, 987244.1927290409 197875.9572266001, 987123.3765894384 197882.8745636384, 987003.4784298417 197903.6037139515, 986885.4109469987 197937.9868961824, 986770.0728928029 197985.7624008889, 986658.3422285477 198046.5665832898, 986551.0694380086 198119.9366321717, 986449.071050272 198205.3140938113, 986353.1234218962 198302.0491241026, 986263.9568256834 198409.4054363412, 986182.2498912686 198526.5659071409, 986108.6244397844 198652.6387975223, 986043.6407519561 198786.6645419747, 985987.7933056719 198927.6230535816, 985941.5070153453 199074.4414895786, 985905.1340016692 199226.0024183569, 985878.9509161758 199381.1523253622, 985863.1568409115 199538.7103934539, 985857.8717789738 199697.4774905677, 985863.1357472761 199856.2452964784, 985878.9084782413 200013.805499074, 985905.0697325086 200168.958990061, 985941.4202200843 200320.5249903669, 985987.6831227512 200467.3500355444, 986043.5062059389 200608.3167530268, 986108.4645038958 200742.352364277, 986182.0635575221 200868.4368474284, 986263.7431801632 200985.610698108, 986352.8817225703 201092.9822295666, 986448.8008045901 201189.7343566255, 986550.7704775083 201275.130811863, 986658.0147777477 201348.521746731, 986769.7176298059 201409.3486752464, 986885.0290534473 201457.1487224235, 987003.0716281747 201491.5581453952, 987122.9471657575 201512.3151003589, 987243.7435403198 201519.2616343888, 987364.5416241043 201512.3448869204, 987484.4222763611 201491.6174918753, 987602.4733322834 201457.2371772507, 987717.7965391047 201409.4655653825, 987829.5143866582 201348.6661827542, 987936.7767806076 201275.301694756, 988038.7675077517 201189.9303861163, 988134.7104442983 201093.201914025, 988223.8754600046 200985.8523658924, 988305.5839732545 200868.6986595983, 988379.2141149539 200742.6323285646, 988444.2054618542 200608.6127390079, 988500.0633033635 200467.6597908448, 988546.3624092006 200320.8461577799, 988582.7502692945 200169.2891254968, 988608.9497809974 200014.142090154, 988624.7613631756 199856.5857816374, 988630.0644807778 199697.8192785589))",149.5,0.008
369,EAST 9 ST & AVE A,Tompkins Square Park,289.0,"POLYGON ((990486.310588584 204070.1940137861, 990486.310588584 204070.1940137861, 990481.0777694172 203911.4249614273, 990465.3374388617 203753.8615455691, 990439.2091909904 203598.702938895, 990402.8916904802 203447.1300246872, 990356.6611663637 203300.2964086209, 990300.8693149013 203159.3196377731, 990235.9406273756 203025.2726937664, 990162.3691630668 202899.1758248037, 990080.7147918008 202781.9887788325, 989991.5989346479 202674.6034970167, 989895.6998350639 202577.8373232009, 989793.7473964927 202492.4267810522, 989686.5176257666 202419.0219664427, 989574.8267245549 202358.1815976813, 989459.5248739844 202310.3687613931, 989341.4897598069 202275.9473865018, 989221.6198875599 202255.1794731713, 989100.8277387022 202248.2230978014, 988980.0328200249 202255.1312093869, 988860.154659402 202275.8512263345, 988742.1058013792 202310.2254368395, 988626.7848561067 202357.9921997621, 988515.069654676 202418.7879368995, 988407.8105631749 202492.1499013493, 988305.8240064473 202577.5197009766, 988209.8862510124 202674.2475500065, 988120.7274945392 202781.597216474, 988039.0263070036 202898.7516275925, 987965.4044658068 203024.8190905725, 987900.4222242028 203158.8400812332, 987844.5740490789 203299.7945488585, 987798.2848604 203446.6096815221, 987761.9068009211 203598.168072757, 987735.7165605826 203753.3162273427, 987719.9132758755 203910.8733414831, 987714.6170199984 204069.6402903668, 987719.8678950537 204228.4087548841, 987735.6257331147 204385.9704178905, 987761.7704081524 204541.1261599599, 987798.1027563582 204692.6951848374, 987844.3460975603 204839.5240050387, 987900.1483460573 204980.4952191986, 987965.0846946579 205114.5360145173, 988038.6608513041 205240.6263296383, 988120.3168035959 205357.8066157409, 988209.4310824239 205465.185137061, 988305.3254922896 205561.9447551673, 988407.2702722431 205647.349145566, 988514.4896481559 205720.7483993337, 988626.1677341994 205781.5839671005, 988741.4547386294 205829.3929081342, 988859.4734267866 205863.8114118507, 988979.3257922294 205884.5775653365, 989100.0998854351 205891.533345663, 989220.876748224 205884.6258219051, 989340.7374013413 205863.9075578093, 989458.7698321978 205829.5362119183, 989574.0759297744 205781.773338312, 989685.7783141199 205720.9823970489, 989793.0270085864 205647.625989287, 989895.0059042394 205562.2623383524, 989990.9389673366 205465.5410431596, 990080.096142784 205358.1981365605, 990161.7989086444 205241.0504859378, 990235.4254395599 205114.989578672, 990300.4153397812 204980.9747397566, 990356.2739097188 204840.0258329778, 990402.5759135657 204693.2155012995, 990438.9688191852 204541.6610053284, 990465.1754855438 204386.5157219035, 990480.996277055 204228.9603676124, 990486.310588584 204070.1940137861))",204.75,0.004
370,E 7 ST - 8 ST & AVE B,Tompkins Square Park,291.0,"POLYGON ((990846.7396341402 203669.5251484782, 990846.7396341402 203669.5251484782, 990841.5090841558 203510.7560422441, 990825.770831459 203353.1924163215, 990799.6444543075 203198.0334449918, 990763.3286031415 203046.4600142976, 990717.0994944401 202899.6257338679, 990661.3088136906 202758.6481558212, 990596.3810432651 202624.6002679319, 990522.810235463 202498.502325591, 990441.1562551124 202381.314084919, 990352.040520308 202273.9274961635, 990256.1412735723 202177.159913131, 990154.1884194692 202091.7478702127, 990046.9579679912 202018.3414747154, 989935.2661259884 201957.4994569868, 989819.9630817468 201909.6849161929, 989701.9265301016 201875.2617942486, 989582.05498753 201854.492104602, 989461.2609482025 201847.5339371924, 989340.463933298 201854.4402546521, 989220.5834866437 201875.158489048, 989102.5321701841 201909.5309421338, 988987.2086127799 201957.2959861514, 988875.4906654028 202018.0900559729, 988768.22871504 202091.4504173994, 988666.239208294 202176.8186904741, 988570.2984341367 202273.5451010614, 988481.1366132119 202380.8934281247, 988399.432338819 202498.0466090716, 988325.8074118539 202624.1129604613, 988260.8221090557 202758.1329665787, 988204.9709206104 202899.0865841929, 988158.678789417 203045.9010078411, 988122.2978806259 203197.4588364506, 988096.1049058631 203352.606579071, 988080.2990224302 203510.1634350378, 988075.0003233048 203668.9302814959, 988080.2489291836 203827.6988001392, 988096.0046894095 203985.2606733775, 988122.1474937671 204140.4167801814, 988158.4781926844 204291.9863215453, 988204.7201185406 204438.8158060264, 988260.5211964055 204579.7878272225, 988325.4566279962 204713.8295662008, 988399.0321282324 204839.9209544073, 988480.6876897089 204957.1024348576, 988569.8018462894 205064.4822627178, 988665.6964034046 205161.2432895947, 988767.6415989826 205246.649180317, 988874.8616557313 205320.0500144939, 988986.540682639 205380.8872307864, 989101.8288808003 205428.6978758798, 989219.8490064704 205463.1181262451, 989339.7030422668 205483.8860556847, 989460.4790259537 205490.8436277488, 989581.2579849638 205483.9378978844, 989701.120924089 205463.2214161775, 989819.1558133421 205428.8518276221, 989934.4645229951 205381.0906729302, 990046.1696532175 205320.301399048, 990153.4212064648 205246.9465944767, 990255.4030520458 205161.5844703084, 990351.3391337692 205064.8646138648, 990440.4993735679 204957.5230470184, 990522.2052261847 204840.3766269762, 990595.8348427704 204714.3168317329, 990660.8278040935 204580.3029778115, 990716.6893872684 204439.3549215084, 990762.9943335564 204292.5452993101, 990799.3900884279 204140.9913664059, 990825.5994891661 203985.8464953598, 990841.422879374 203828.2913995954, 990846.7396341402 203669.5251484782))",204.25,0.004
371,"South of 16 Street Traverse, on the west side of the park",Union Square,106.0,"POLYGON ((988185.261577633 207421.5596649636, 988185.261577633 207421.5596649636, 988180.0144428962 207262.7909080194, 988164.2613615892 207105.2287851524, 988138.1220248165 206950.072459177, 988101.7951816615 206798.5027960537, 988055.5571322609 206651.6733766828, 987999.7596301516 206510.701716216, 987934.8272096307 206376.660757348, 987861.2539583847 206250.5707027098, 987779.5997598567 206133.3912483624, 987690.4860338097 206026.0142776494, 987594.5910074769 205929.2570711314, 987492.6445533205 205843.8560841918, 987385.4226326342 205770.4613399397, 987273.7413873395 205709.6314799949, 987158.4509250917 205661.8295109711, 987040.4288449716 205627.4192790488, 986920.5735533229 205606.6626995482, 986799.7974206394 205599.717762585, 986679.0198318238 205606.6373300896, 986559.1601828486 205627.3687332507, 986441.1308773835 205661.754173608, 986325.8303767656 205709.5319245462, 986214.1363564861 205770.33832425, 986106.8990214266 205843.7105446724, 986004.934630849 205929.0901156415, 985909.0192825578 206025.8271770538, 985819.8830036932 206133.1854268486, 985738.2041931559 206250.3477269615, 985664.6044580268 206376.42232459, 985599.6438833264 206510.4496412925, 985543.8167710226 206651.4095782577, 985497.5478807881 206798.2292819787, 985461.1892008743 206949.7913112238, 985435.0172737383 207104.942143145, 985419.2310964887 207262.500953567, 985413.9506121284 207421.2686048357, 985419.215802717 207580.036772498, 985434.986391389 207737.5971416769, 985461.1421550738 207892.7506028246, 985497.4838455779 208044.3163770404, 985543.734711622 208191.1410015639, 985599.5426102558 208332.1071069504, 985664.4826912783 208466.1419192863, 985738.0606342463 208592.2254226988, 985819.7164131578 208709.3981201932, 985908.8285602409 208816.7683337094, 986004.7188962278 208913.5189880212, 986106.6576911701 208998.9138268211, 986213.8692165063 209072.3030138091, 986325.5376461579 209133.1280762209, 986440.8132618769 209180.9261532148, 986558.818915684 209215.3335168664, 986678.6567003432 209236.088338999, 986799.4147772919 209243.0326828934, 986920.1743102556 209236.1137046614, 987040.0164518656 209215.3840551884, 987158.0293304152 209181.0014796588, 987273.3149836874 209133.2276176281, 987384.9961873235 209072.4260127716, 987492.2231258586 208999.059347425, 987594.179855938 208913.6859229926, 987690.0905125071 208816.9554128014, 987779.2252109812 208709.6039198642, 987860.9056004897 208592.4483769388, 987934.5100259648 208466.3803315164, 987999.4782598757 208332.3591629583, 988055.3157675295 208191.4047832572, 988101.5974734073 208044.5898770739, 988137.9709998459 207893.0317398587, 988164.1593532988 207737.8837762129, 988179.9630375376 207580.326723159, 988185.261577633 207421.5596649636))",281.25,0.002
372,WASHINGTON SQ N/EAST OF  5 AVE,Washington Square Park,182.0,"POLYGON ((986550.3676214434 205526.8265996627, 986550.3676214434 205526.8265996627, 986545.1093815411 205368.058310701, 986529.3444564947 205210.4973623601, 986503.1926275583 205055.3429085611, 986466.8527388803 204903.7758010139, 986420.6011898882 204756.9496012109, 986364.7898368627 204615.9817998075, 986299.8433195157 204481.945310166, 986226.2558328343 204355.8603009286, 986144.5873685963 204238.6864297676, 986055.4594551405 204131.3155375771, 985959.5504276908 204034.5648586625, 985857.5902652607 203949.1707987462, 985750.3550334802 203875.7833282378, 985638.6609755806 203814.9610333903, 985523.3582967325 203767.1668632623, 985405.3246889948 203732.7646046808, 985285.4586464461 203712.0161122746, 985164.6726214016 203705.079314613, 985043.8860740517 203712.0070116479, 984924.0184685476 203732.74647271, 984805.982269112 203767.1398379692, 984690.6759895468 203814.9253204951, 984578.9773493211 203875.7391995978, 984471.7365884737 203949.1185902788, 984369.7699923305 204034.5049677803, 984273.8536754878 204131.2484201728, 984184.7176724415 204238.6125967241, 984103.0403799877 204355.7803142532, 984029.4433936593 204481.8597786929, 983964.4867775377 204615.891374574, 983908.664803473 204756.8549704769, 983862.4021920181 204903.6776850439, 983826.050883639 205055.2420541413, 983799.8873646882 205210.3945370927, 983784.1105682807 205367.9542971866, 983778.8403660208 205526.7221895115, 983784.1166617258 205685.4898878391, 983799.899094003 205843.0490808518, 983826.0673496503 205998.2006679599, 983862.4220854047 206149.7638845645, 983908.6864507082 206296.5852873967, 983964.5081998728 206437.5475315498, 984029.4623773021 206571.5778725219, 984103.054555261 206697.6563284938, 984184.72459943 206814.8234408968, 984273.8509334642 206922.1875742131, 984369.7552701302 207018.9316995137, 984471.7077729412 207104.3196101798, 984578.9326090049 207177.7015226574, 984690.6138509476 207238.519019563, 984805.9016830159 207286.3092976286, 984923.9188642588 207320.7086882832, 985043.7673997125 207341.4554240369, 985164.5353689952 207348.3916297077, 985285.303860546 207341.4645233022, 985405.1539588156 207320.7268175777, 985523.1737315404 207286.3363190048, 985638.4651640325 207238.5547274168, 985750.150987947 207177.7456452943, 985857.3813526517 207104.3718118588, 985959.3402887126 207018.991583036, 986055.2519142778 206922.2546839044, 986144.3863373933 206814.8972661065, 986226.0652092686 206697.7363074515, 986299.6668863809 206571.6633966305, 986364.6311621214 206437.6379500042, 986420.4635319065 206296.6799121228, 986466.7389593184 206149.8619954977, 986503.1051144738 205998.3015184627, 986529.2850599193 205843.1519034382, 986545.0793634254 205685.5938999968, 986550.3676214434 205526.8265996627))",289.0,0.001
374,E HOUSTON TO STANTON STS,Houston St Playground,283.0,"POLYGON ((988130.6039720305 202612.3794662259, 988130.6039720305 202612.3794662259, 988125.3554301772 202453.6110085482, 988109.5988633089 202296.0492061214, 988083.4539890677 202140.8932193762, 988047.1195986713 201989.323911676, 988000.8720496988 201842.4948612726, 987945.0631679852 201701.5235805342, 987880.1175744297 201567.4830093076, 987806.529456985 201441.3933473241, 987724.858812224 201324.2142877085, 987635.7271850761 201216.8377108537, 987539.8129390232 201120.0808943653, 987437.8460927909 201034.6802907133, 987330.6027628686 200961.2859201354, 987218.8992541257 200900.4564214589, 987103.5858436452 200852.65479857, 986985.5403051606 200818.2448950472, 986865.6612235483 200797.4886237434, 986744.8611503574 200790.5439724373, 986624.0596526886 200797.4638008801, 986504.1763084851 200818.1954382811, 986386.1237017412 200852.5810843771, 986270.8004711334 200900.3590109731, 986159.0844651415 200961.16555486, 986051.8260559716 201034.5378868938, 985949.841663268 201119.9175359878, 985853.9075370739 201216.6546414018, 985764.7538474302 201324.0129006938, 985683.0591257433 201441.1751756649, 985609.4451001984 201567.249713666, 985544.4719645604 201701.2769366503, 985488.6341164077 201842.2367464755, 985442.3563971049 201989.0562905549, 985405.9908621128 202140.6181288508, 985379.8141060488 202295.7687399185, 985364.0251627769 202453.32730126, 985358.7439963473 202612.094677089, 985364.010594022 202770.8625450574, 985379.7846682165 202928.4225925787, 985405.9459693367 203083.57571254, 985442.2952070433 203235.141128689, 985488.5555726291 203381.9653809879, 985544.3748508325 203522.9311029056, 985609.3281048621 203656.9655234602, 985682.9209140061 203783.0486298177, 985764.5931391361 203900.2209280409, 985853.7231873043 204007.5907431685, 985949.6327430054 204104.3410030692, 986051.5919300275 204189.7354544694, 986158.8248646026 204263.1242640754, 986270.5155577185 204323.9489620408, 986385.8141216888 204371.7466903163, 986503.8432338834 204406.1537236774, 986623.7048085305 204426.9082364793, 986744.4868260215 204433.8522943681, 986865.2702678689 204426.9330556301, 986985.1361047463 204406.2031731346, 987103.1722846109 204371.8203938271, 987218.4806679084 204324.0463587964, 987330.1838572872 204263.2446129861, 987437.4318699675 204189.8778397868, 987539.4086021968 204104.5043413696, 987635.3380366917 204007.7737915769, 987724.4901459665 203900.4222936913, 987806.1864466328 203783.2667804333, 987879.8051625299 203657.1987990246, 987944.785957378 203523.1777282829, 988000.634200878 203382.2234794249, 988046.9247358076 203235.4087360753, 988083.30511731 203083.8507923834, 988109.4982996641 202928.7030514775, 988125.3047499009 202771.1462486378, 988130.6039720305 202612.3794662259))",315.75,0.001
375,STANTON ST,Stanton St Courts,324.0,"POLYGON ((987992.0615079277 202284.459985043, 987992.0615079277 202284.459985043, 987986.8119886094 202125.691576608, 987971.0543092641 201968.129883214, 987944.908196001 201812.9740644694, 987908.5724494673 201661.4049824503, 987862.3234375634 201514.5762137127, 987806.5129972583 201373.6052684642, 987741.5657613142 201239.5650840147, 987667.975930183 201113.4758571543, 987586.3035134805 200996.2972776902, 987497.1700696219 200888.9212223818, 987401.2539759162 200792.1649648529, 987299.2852651508 200706.7649533264, 987192.0400680094 200633.371203547, 987080.3347035616 200572.5423496074, 986965.0194630248 200524.7413904825, 986846.9721340567 200490.3321647326, 986727.0913151605 200469.5765800114, 986606.2895711072 200462.6326188981, 986485.4864817174 200469.5531358795, 986365.6016370377 200490.2854549332, 986247.5476324919 200524.6717705827, 986132.2231173915 200572.4503495682, 986020.5059499915 200633.2575236952, 985913.2465113365 200706.6304590153, 985811.2612289059 200792.0106798509, 985715.3263595134 200888.7483211223, 985626.1720788558 200996.1070762753, 985544.4769228408 201113.2698033614, 985470.8626229475 201239.3447462606, 985405.8893750397 201373.3723238735, 985350.0515775457 201514.3324353302, 985303.7740714479 201661.152225758, 985267.4089105737 201812.7142532421, 985241.2326867037 201967.864994888, 985225.4444296475 202125.4236272221, 985220.1640982367 202284.1910138913, 985225.4316733674 202442.9588324915, 985241.2068600266 202600.5187707987, 985267.3694001507 202755.6717225319, 985303.7199939743 202907.2369127301, 985349.9818224587 203054.0608830891, 985405.8026592205 203195.0262691916, 985470.7575556029 203329.0603026439, 985544.3520783988 203455.1429735484, 985626.026075428 203572.3147912995, 985715.1579402686 203679.6840845926, 985811.0693435858 203776.4337852552, 985913.0303951066 203861.8276442975, 986020.2651968739 203935.2158329191, 986131.9577456652 203996.0398859896, 986247.2581396716 204043.8369504082, 986365.2890423355 204078.2433059638, 986485.1523542622 204098.9971322018, 986605.9360426108 204105.9404999768, 986726.7210761881 204099.0205728302, 986846.5884135504 204078.2900088632, 986964.6259912351 204043.906560216, 987079.9356590494 203996.1318730606, 987191.6400098688 203935.3294973123, 987298.8890520633 203861.9621211335, 987400.8666740559 203776.5880512904, 987496.7968517873 203679.8569659842, 987585.9495521145 203572.504972535, 987667.6462871511 203455.3490074686, 987741.2652774295 203329.2806214312, 987806.2461845819 203195.2591963026, 987862.0943774534 203054.3046460129, 987908.3846992075 202907.4896564497, 987944.7647066088 202755.9315236672, 987970.9573567832 202600.7836522202, 987986.7631208124 202443.2267783739, 987992.0615079277 202284.459985043))",305.5,0.001
376,RIVINGTON ST,Rivington St Playground,331.0,"POLYGON ((987936.6512184993 202102.2861181037, 987936.6512184993 202102.2861181037, 987931.4012971157 201943.5177323525, 987915.6431396274 201785.9560855296, 987889.4964757821 201630.8003368808, 987853.1601104143 201479.2313479713, 987806.9104161445 201332.4026946368, 987751.0992351248 201191.4318862067, 987686.151205758 201057.3918589548, 987612.5605345345 200931.3028084864, 987530.8872374643 200814.1244232517, 987441.7528796627 200706.7485785423, 987345.8358453944 200609.9925463785, 987243.8661746056 200524.5927732783, 987136.6200052823 200451.1992731556, 987024.9136639048 200390.3706782166, 986909.5974491137 200342.5699854754, 986791.5491559861 200308.1610314434, 986671.6673903626 200287.4057217204, 986550.8647242195 200280.4620367948, 986430.0607443914 200287.382829044, 986310.1750477125 200308.1154203545, 986192.12023608 200342.5020031776, 986076.7949649511 200390.2808422092, 985965.077098335 200451.0882672892, 985857.8170225973 200524.4614425503, 985755.8311700656 200609.8418904843, 985659.8958018929 200706.5797442781, 985570.7410975711 200813.9386957702, 985489.0455962289 200931.1016015064, 985415.4310319842 201057.1767040101, 985350.4576027014 201191.2044209596, 985294.6197081929 201332.1646504354, 985248.342190176 201478.9845366444, 985211.9771025787 201630.5466369564, 985185.8010366133 201785.6974279288, 985170.0130208916 201943.256085688, 985164.7330124046 202102.023473714, 985170.0009896015 202260.7912695793, 985185.7766543985 202418.3511612272, 985211.9397450971 202573.5040427576, 985248.2909577378 202725.0691397069, 985294.5534685834 202871.8929945141, 985350.3750460466 203012.8582436356, 985415.3307358371 203146.8921197091, 985488.9260987064 203272.9746140544, 985570.6009760915 203390.1462373947, 985659.7337548598 203497.5153199263, 985755.6460987247 203594.2647950657, 985857.6081102557 203679.6584155516, 985964.843884189 203753.0463543865, 986076.5374099041 203813.8701483634, 986191.8387781563 203861.6669463426, 986309.8706449743 203896.0730301384, 986429.7349036221 203916.8265813689, 986550.5195140638 203923.7696729888, 986671.3054380785 203916.8494706255, 986791.173627449 203896.11863449, 986909.212012228 203861.7349187853, 987024.5224360804 203813.9599717046, 987136.2274861241 203753.1573451567, 987243.4771654184 203679.7897292134, 987345.4553575265 203594.415432444, 987441.3860340534 203497.6841347872, 987530.5391580604 203390.3319451708, 987612.236238436 203273.1758016263, 987685.8554930839 203147.1072561378, 987750.8365816248 203013.0856918164, 987806.6848715229 202872.1310236239, 987852.9752051992 202725.3159383723, 987889.3551393386 202573.7577328316, 987915.5476316137 202418.6098120954, 987931.3531543111 202261.0529128193, 987936.6512184993 202102.2861181037))",303.75,0.001
377,BET DELANCEY & GRAND STS,The Lion's Playground,370.0,"POLYGON ((987631.8518493207 201300.714181404, 987631.8518493207 201300.714181404, 987626.5997601056 201141.945908505, 987610.8391030746 200984.3845060418, 987584.689626999 200829.2291314157, 987548.3501581192 200677.660643325, 987502.0970926664 200530.8326138184, 987446.2822984601 200389.8625474817, 987381.330441399 200255.8233749522, 987307.7357571056 200129.7352853304, 987226.0582921328 200012.5579597811, 987136.9196433169 199905.1832655153, 987040.998227581 199808.4284658277, 986939.0241182176 199723.0299978504, 986831.7734869978 199649.6378655866, 986720.062694349 199588.8106908112, 986604.7420728005 199541.0114597633, 986486.6894509643 199506.6039978167, 986366.8034676254 199485.850199225, 986245.9967268597 199478.9080329624, 986125.1888465161 199485.83033986, 986005.2994531023 199506.5644302628, 985887.2411766611 199540.9524852243, 985771.9126990148 199588.7327582101, 985660.191908575 199649.5415681641, 985552.9292139594 199722.9160686346, 985450.9410674257 199808.2977720678, 985355.0037475843 199905.0368020418, 985265.8474487802 200012.3968414693, 985184.1507222794 200129.5607385792, 985110.5353115125 200255.6367283581, 985045.5614207957 200389.6652217194, 984989.7234534496 200530.6261108238, 984943.4462517477 200677.446534865, 984907.0818672 200829.0090471052, 984880.9068856779 200984.1601209561, 984865.1203275365 201141.7189304116, 984859.8421386732 201300.4863377852, 984865.1122836887 201459.2540205009, 984880.8904480014 201616.8136673756, 984907.0563508896 201771.9661743629, 984943.4106669958 201923.5307698708, 984989.6765489535 202070.354000153, 985045.5017395304 202211.3185064239, 985110.4612569358 202345.3515269943, 985184.0606327949 202471.4330597031, 985265.7396779936 202588.6036225915, 985354.8767476917 202695.9715539267, 985450.7934729435 202792.7197959208, 985552.759922974 202878.1121106844, 985660.0001587411 202951.4986811864, 985771.698135667 203012.3210546188, 985887.0039106325 203060.1163906491, 986005.0401061277 203094.5209822526, 986124.9085824774 203115.2730223845, 986245.6972675362 203122.21459549, 986366.487092083 203115.2928787757, 986486.3589782115 203094.5605439567, 986604.4008278403 203060.1753566433, 986719.7144582635 203012.3989762357, 986831.4224321982 202951.5949655106, 986938.67473044 202878.2260250921, 987040.6552166295 202792.8504736226, 987136.5878449086 202696.1180005662, 987225.7425634832 202588.764723809, 987307.4408691052 202471.607589625, 987381.0609703531 202345.5381575304, 987446.0425204026 202211.5158173827, 987501.8908832053 202070.560490054, 987548.18090063 201923.7448673467, 987584.5601317573 201772.186250124, 987610.75153962 201617.0380466162, 987626.555604754 201459.4809956253, 987631.8518493207 201300.714181404))",327.0,0.001
378,BET GRAND & HESTER STS,Hester St Playground,371.0,"POLYGON ((987382.4508740291 200681.3186756019, 987382.4508740291 200681.3186756019, 987377.1970190526 200522.550492769, 987361.4343406243 200364.9892880062, 987335.2826029033 200209.8342171768, 987298.9406493403 200058.266136721, 987252.6848950862 199911.4386155604, 987196.8672284111 199770.4691544288, 987131.9123370894 199636.4306793498, 987058.3144798232 199510.3433741456, 986976.6337273282 199393.1669140008, 986887.4917014511 199285.7931595566, 986791.5668448205 199189.0393669614, 986689.5892569172 199103.6419656762, 986582.3351359833 199030.2509516053, 986470.620869016 198969.424938016, 986355.2968149768 198921.626902301, 986237.2408286042 198887.2206607453, 986117.3515742864 198866.4680983282, 985996.5416810043 198859.5271745966, 985875.7307905848 198866.4507209448, 985755.8385524591 198887.1860382528, 985637.7776183082 198921.5752982627, 985522.4466901846 198969.3567452541, 985410.7236751458 199030.1666892128, 985303.4589987494 199103.5422750772, 985201.4691283249 199188.9250069995, 985105.5303556053 199285.6650007521, 985016.3728859918 199393.0259318782, 984934.6752796571 199510.1906418416, 984861.0592867371 199636.2673594122, 984796.0851159677 199770.2964899832, 984740.2471728032 199911.257920832, 984693.9702993294 200058.0787870402, 984657.6065445682 200209.6416384967, 984631.4324895835 200364.7929460485, 984615.6471476922 200522.3518818773, 984610.3704555251 200681.1193073487, 984615.6423662956 200839.8868997706, 984631.4225519798 200997.4463486242, 984657.5907164834 201152.5985513827, 984693.9475172228 201304.1627387772, 984740.2160879368 201450.9854601605, 984796.0441509193 201591.94936065, 984861.0067025238 201725.9816831519, 984934.6092512803 201852.0624308253, 985016.2915839385 201969.2321277051, 985105.4320306288 202076.5991186658, 985201.3521967089 202173.3463530517, 985303.322125218 202258.737600668, 985410.5658506373 202332.123052596, 985522.2673018422 202392.944264568, 985637.5765092621 202440.7384050844, 985755.616069268 202475.1417762087, 985875.4878165753 202495.8925801937, 985996.2796541557 202502.8329109076, 986117.0724887812 202495.9099549844, 986236.9472196511 202475.1763935855, 986354.9917270226 202440.7900016419, 986470.3078079664 202393.0124477212, 986582.0180065455 202332.2073035351, 986689.2722866342 202258.8372783174, 986791.2544967795 202173.4606989582, 986887.1885780053 202076.7272627412, 986976.344467459 201969.3730948708, 987058.0436529772 201852.2151484047, 987131.6643364512 201726.1449890342, 987196.6461666115 201592.1220121415, 987252.4945052906 201451.1661434308, 987298.7841945265 201304.3500788445, 987335.1627959111 201152.791122582, 987361.3532772586 200997.6426854662, 987377.1561261602 200840.0855080649, 987382.4508740291 200681.3186756019))",306.75,0.001
