,Location,Name,count,geometry,SpatialLag,pval
265,Broadway Bet Granite & Aberdeen Sts,Thomas Boyland Park,18.0,"POLYGON ((1011209.008198445 187725.9353929397, 1011209.008198445 187725.9353929397, 1011203.907219981 187567.1628554843, 1011188.29062664 187409.5869778366, 1011162.277070753 187254.4070273786, 1011126.064344106 187102.8040497573, 1011079.9278783 186955.9318793953, 1011024.218653708 186814.9083568049, 1010959.360532719 186680.8068194546, 1010885.8470375 186554.6479311183, 1010804.237596633 186437.39191188, 1010715.153289176 186329.9312279858, 1010619.272118406 186233.083797322, 1010517.323851254 186147.5867621937, 1010410.084462748 186074.0908769726, 1010298.370227689 186013.155553306, 1010183.031504751 185965.2446007413, 1010064.946260266 185930.7226951647, 1009945.013381262 185909.8526020703, 1009824.1458287 185902.7931757286, 1009703.263683236 185909.5981496168, 1009583.287136585 185930.2157272237, 1009465.129482097 185964.4889764925, 1009349.690157952 186012.1570247589, 1009237.847896213 186072.8570451366, 1009130.45403002 186146.1270191839, 1009028.326009986 186231.4092548138, 1008932.241179311 186328.054632608, 1008842.93085506 186435.3275481096, 1008761.074760799 186552.4115125029, 1008687.295852919 186678.4153689443, 1008622.155580121 186812.380077126, 1008566.149612061 186953.286014439, 1008519.704069664 187100.0607380593, 1008483.172285666 187251.5871488058, 1008456.832119995 187406.7119946145, 1008440.883850189 187564.2546488153, 1008435.448652892 187723.0160964754, 1008440.567687633 187881.78806014, 1008456.201789874 188039.3621958735, 1008482.231775271 188194.5392891936, 1008518.459352851 188346.1383812762, 1008564.608639761 188493.00575575, 1008620.328266076 188634.023717847, 1008685.194053351 188768.1190990378, 1008758.712246486 188894.2714225854, 1008840.323274147 189011.5206679045, 1008929.40600907 189118.9745745433, 1009025.282495757 189215.8154305495, 1009127.223109599 189301.3062933813, 1009234.452108115 189374.7965962244, 1009346.153532187 189435.727097035, 1009461.477412407 189483.6341328092, 1009579.54623343 189518.1531466691, 1009699.461607246 189539.0214609847, 1009820.311104773 189546.0802755327, 1009941.175193961 189539.2758754352, 1010061.134231712 189518.6600397517, 1010179.275456686 189484.3896476162, 1010294.699929901 189436.725484884, 1010406.529370536 189376.0302603852, 1010513.912835003 189302.7658468359, 1010616.033188751 189217.4897673701, 1010712.113321513 189120.8509543599, 1010801.422058968 189013.5848127868, 1010883.279725766 188896.5076256442, 1010957.063317726 188770.5103438652, 1011022.211243833 188636.551807966, 1011078.227601886 188495.6514530309, 1011124.685955271 188348.8815522759, 1011161.232581982 188197.3590583247, 1011187.58917112 188042.2371042326, 1011203.554946114 187884.6962287966, 1011209.008198445 187725.9353929397))",13.5,0.156
266,Clymer St Bet Wythe And Kent Aves,Jacob's Ladder Playground,2.0,"POLYGON ((994785.8966952353 196092.8404819413, 994785.8966952353 196092.8404819413, 994780.6902364965 195934.0709679656, 994764.9726003145 195776.5052257437, 994738.8632080411 195621.3424456387, 994702.5605808455 195469.7635427005, 994656.3408345584 195322.9221682041, 994600.5555834046 195181.9359283151, 994535.6292684238 195047.8778767591, 994462.0559308276 194921.7683463409, 994380.3954546854 194804.5671814494, 994291.269307516 194697.1664307755, 994195.3558110744 194600.3835559693, 994093.3849783601 194514.9552079213, 993986.1329561832 194441.5316180956, 993874.4161155483 194380.6716477851, 993759.0848349868 194332.8385328765, 993641.0170242222 194298.3963567264, 993521.1114376264 194277.6072778441, 993400.2808284617 194270.6295337855, 993279.444996224 194277.5162362354, 993159.5237801642 194298.2149665408, 993041.4300525093 194332.5681749131, 992926.0627648995 194380.3143800725, 992814.3001011267 194441.090160233, 992706.9927885053 194514.4329203513, 992604.9576188817 194599.7844143897, 992508.9712287614 194696.4949958543, 992419.7641859648 194803.828564088, 992338.0154279703 194920.9681687603, 992264.3470942322 195047.0222296646, 992199.3197918546 195181.0313245391, 992143.4283306769 195321.9754931057, 992097.0979601087 195468.7820017255, 992060.6811363341 195620.3335094833, 992034.4548443216 195775.4765734678, 992018.6184949432 195933.0304285366, 992013.2924130444 196091.7959746482, 992018.516927723 196250.564903324, 992034.2520716701 196408.1288938418, 992060.3778915697 196563.288809054, 992096.6953671073 196714.8638209613, 992142.927931293 196861.7003965169, 992198.7235804365 197002.6810753735, 992263.6575575602 197136.7329727634, 992337.2355886427 197262.8359428813, 992418.8976470049 197380.0303406745, 992508.0222170533 197487.424323056, 992603.9310249531 197584.2006340168, 992705.8942001632 197669.6228221324, 992813.1358285436 197743.0408430873, 992924.8398548994 197803.8960048063, 993040.1562900547 197851.7252174955, 993158.2076753564 197886.1645163886, 993278.0957555115 197906.9518303711, 993398.9083091826 197913.9289755249, 993519.7260854807 197907.042858375, 993639.6297937753 197886.3458797783, 993757.7070938039 197851.9955362895, 993873.0595330718 197804.253222161, 993984.8093789461 197743.4822409321, 994092.1062935778 197670.1450418555, 994194.1338010583 197584.7997019786, 994290.1154976925 197488.0956808234, 994379.3209582687 197380.7688796927, 994461.0712933845 197263.6360433129, 994534.7443156645 197137.5885462401, 994599.7792755462 197003.5856113025, 994655.6811305207 196862.6470116022, 994702.024315368 196715.8453115785, 994738.4559845487 196564.2977060355, 994764.6987020241 196409.1575193218, 994780.5525578428 196251.6054291484, 994785.8966952353 196092.8404819413))",54.0,0.109
267,Hopkinson Bet Dean & Pacific Streets,Saratoga Ballfields,12.0,"POLYGON ((1009408.684272884 185319.4332772625, 1009408.684272884 185319.4332772625, 1009403.570990579 185160.6612457787, 1009387.941141629 185003.0866521871, 1009361.91347926 184847.9087541494, 1009325.685902609 184696.3085816958, 1009279.533956301 184549.4399479545, 1009223.808738529 184408.4206665258, 1009158.934233405 184274.324042646, 1009085.404087794 184148.1707027131, 1009003.777857004 184030.9208246124, 1008914.67674788 183923.4668279027, 1008818.778891574 183826.626579569, 1008716.814182012 183741.1371673023, 1008609.558719361 183667.649287459, 1008497.828900763 183606.7222907768, 1008382.475203495 183558.819923435, 1008264.375707855 183524.3067960006, 1008144.429409334 183503.4456071475, 1008023.549371026 183496.3951433596, 1007902.655768609 183503.2090699002, 1007782.668880995 183523.8355221043, 1007664.50208023 183558.1175003562, 1007549.054874102 183605.7940655339, 1007437.206054657 183666.5023259056, 1007329.807004939 183739.7802002754, 1007227.675215005 183825.0699364173, 1007131.588056743 183921.7223577903, 1007042.276864924 184029.0018063037, 1006960.421369713 184146.091743402, 1006886.644522936 184272.1009667576, 1006821.507757602 184406.0703951839, 1006765.506716669 184546.9803701502, 1006719.067483556 184693.7584180731, 1006682.54334298 184845.287414486, 1006656.212096695 185000.4140876192, 1006640.273954353 185157.9577969238, 1006634.850015523 185316.7195194055, 1006639.981354048 185475.4909755792, 1006655.628711752 185633.0638253516, 1006681.672803411 185788.2388640723, 1006717.915230696 185939.8351485803, 1006764.079997743 186086.6989838871, 1006819.815616818 186227.7127021833, 1006884.697787767 186361.8031672691, 1006958.232630805 186487.9499398764, 1007039.860447887 186605.1930416557, 1007128.959983978 186712.6402589679, 1007224.853155719 186809.4739307994, 1007326.810211522 186894.9571692875, 1007434.055283779 186968.4394656561, 1007545.772291044 187029.3616388226, 1007661.111145317 187077.2600891647, 1007779.194217294 187111.7703251427, 1007899.123010509 187132.6297359372, 1008019.984993752 187139.6795890604, 1008140.860539949 187132.8662378578, 1008260.829918807 187112.2415294542, 1008378.980290281 187077.9624105195, 1008494.412645778 187030.2897332874, 1008606.248644484 186969.5862713594, 1008713.637292896 186896.3139601222, 1008815.761417005 186811.0303827649, 1008911.843877843 186714.3845287175, 1009001.153483367 186607.1118565116, 1009083.010551614 186490.0286988247, 1009156.792082953 186364.0260519759, 1009221.936502046 186230.0627973283, 1009277.947933377 186089.1584058366, 1009324.399977823 185942.3851814248, 1009360.93896139 185790.860102007, 1009387.286631339 185635.7363203348, 1009403.242278989 185478.1943891027, 1009408.684272884 185319.4332772625))",14.75,0.166
268,"Woodruff, Ocean & Crooke Aves",Umma Park,45.0,"POLYGON ((996209.1387287667 177366.9968421517, 996209.1387287667 177366.9968421517, 996203.9374457946 177208.2280181829, 996188.2168113126 177050.6623413687, 996162.0962694943 176895.4990016306, 996125.7744263598 176743.918918335, 996079.5275439936 176597.0757518501, 996023.7074431292 176456.0871221134, 995958.7388300345 176322.0261012131, 995885.1160678281 176195.9130447077, 995803.3994167369 176078.7078240186, 995714.2107717899 175971.3025189123, 995618.2289303867 175874.5146259053, 995516.1844256687 175789.0808342633, 995408.8539651292 175715.6514170818, 995297.0545167322 175654.7852801574, 995181.6370876998 175606.9457064774, 995063.4802433933 175572.4968286599, 994943.4834157776 175551.7008563339, 994822.5600525216 175544.7160795878, 994701.6306590241 175551.5956636191, 994581.6157865963 175572.2872439846, 994463.4290202465 175606.6333252635, 994347.9700196965 175654.3724803298, 994236.1176667272 175715.1413409569, 994128.7233712545 175788.4773646154, 994026.6045871096 175873.8223564013, 993930.5385871618 175970.5267191053, 993841.256545115 176077.8543992267, 993759.4379692408 176194.9884910407, 993685.705530355 176321.0374560886, 993620.6203234453 176455.0419106975, 993564.6775990442 176595.9819297251, 993518.3029967098 176742.7848109286, 993481.8493092606 176894.3332408482, 993455.5938022205 177049.47379987, 993439.7361088191 177207.0257418414, 993434.3967163344 177365.7899811899, 993439.6160551712 177524.5582193755, 993455.354197409 177682.1221409172, 993481.491166924 177837.2826092437, 993517.8278585349 177988.8587922248, 993564.0875590078 178135.6971479948, 993619.9180581267 178276.6802027925, 993684.8943336817 178410.7350539286, 993758.5217897306 178536.8415333045, 993840.2400234371 178654.0399693364, 993929.4270916748 178761.4384884195, 994025.404244955 178858.2198002127, 994127.4410925828 178943.6474154323, 994234.7611597177 179017.0712486421, 994346.5477942048 179077.9325636955, 994461.9503781558 179125.768224144, 994580.0907972732 179160.2142162574, 994700.0701186595 179181.0084180846, 994820.9754265739 179187.9925933427, 994941.8867642069 179181.1135950946, 995061.8841288788 179160.4237699969, 995180.0544675351 179126.0805601344, 995295.4986196052 179078.3453053872, 995407.3381544683 179017.5812554749, 995514.72205169 178944.2508067462, 995616.8331733745 178858.9119847199, 995712.8944794763 178762.2141991547, 995802.1749389112 178654.8933036812, 995883.9950914914 178537.7659978997, 995957.7322185035 178411.7236140561, 996022.8250825035 178277.7253358744, 996078.7782003058 178136.7909008324, 996125.16561655 177989.9928414906, 996161.634149084 177838.4483248025, 996187.9060813097 177683.3106514801, 996203.7812809406 177525.7604800122, 996209.1387287667 177366.9968421517))",31.25,0.389
269,President Street Bet Van Brunt & Columbia Streets,Mother Cabrini Park,26.0,"POLYGON ((984305.4692252836 188585.3677880624, 984305.4692252836 188585.3677880624, 984300.1926245749 188426.6009495775, 984284.4021189372 188269.0424149297, 984258.2176843148 188113.8913197471, 984221.8384130062 187962.3284902635, 984175.5410041797 187815.5074555437, 984119.6776631291 187674.5456670694, 984054.6734252471 187540.5159926027, 983981.022924802 187414.4385490898, 983899.2866331652 187297.2729368153, 983810.0865948804 187189.9109339883, 983714.1016940915 187093.1697074343, 983612.0624872711 187007.7855911351, 983504.7456416168 186934.408479954, 983392.9680215095 186873.5968814571, 983277.580468073 186825.8136634233, 983159.4613193192 186791.422529383, 983039.5097203441 186770.6852493818, 982918.63877461 186763.7596666901, 982797.7685885902 186770.6984958909, 982677.8192629892 186791.4489215599, 982559.7038839555 186825.8530003708, 982444.3215678944 186873.6488637278, 982332.5506129506 186934.4727118494, 982225.2418095255 187007.8615837127, 982123.2119607738 187093.2568822338, 982027.2376626745 187190.008627427, 981938.0493909998 187297.3804052665, 981856.3259403236 187414.5549745284, 981782.6892574638 187540.6404888221, 981717.69970862 187674.6772864607, 981661.851816264 187815.6451962928, 981615.5704981971 187962.4713039807, 981579.2078372609 188114.0381194493, 981553.0404061896 188269.1920833162, 981537.267167885 188426.7523475372, 981532.0079668602 188585.5197633487, 981537.3026232106 188744.2860081329, 981553.1106358067 188901.8427816862, 981579.311496778 189056.9910018933, 981615.7056147057 189208.5499298637, 981662.0158393285 189355.3661550999, 981717.8895759371 189496.3223722361, 981782.9014732854 189630.3458828025, 981856.5566643728 189756.4167571311, 981938.2945353081 189873.5755945525, 982027.492993552 189980.9308226936, 982123.4732029787 190077.6654805745, 982225.5047496607 190163.043433819, 982332.8111991397 190236.414974805, 982444.5760029306 190297.2217652122, 982559.9487093173 190345.0010833777, 982678.0514314104 190379.3893442359, 982797.9855232274 190400.1248650523, 982918.8384132616 190407.0498560274, 983039.6905436395 190400.1116205226, 983159.6223622819 190379.3629559527, 983277.7213149704 190344.9617521312, 983393.0887844088 190297.1697902643, 983504.8469235563 190236.3507516355, 983612.1453314234 190162.9674511103, 983714.1675207054 190077.578316485, 983810.1371281622 189980.833140476, 983899.3238205453 189873.4681374943, 983981.0488512557 189756.3003429229, 984054.6902254779 189630.2213972883, 984119.6874344634 189496.1907627138, 984175.5457229947 189355.2284230768, 984221.8398573779 189208.407123474, 984258.2173653679 189056.8442078876, 984284.4012230958 188901.6931171981, 984300.1919685588 188744.134612148, 984305.4692252836 188585.3677880624))",44.0,0.463
270,Argyle And Cortelyou Rds,Lt. Federico Narvaez Tot Lot,42.0,"POLYGON ((995073.6356354964 172557.3423280889, 995073.6356354964 172557.3423280889, 995068.425876667 172398.573982204, 995052.6947414781 172241.0092728669, 995026.5617540219 172085.8473826158, 994990.2256150384 171934.2692198566, 994943.9626954113 171787.4284303535, 994888.1249379372 171646.4426160066, 994823.1371832646 171512.3848275075, 994749.4939401872 171386.2753958908, 994667.7556248073 171269.0741650295, 994578.5442970466 171161.6731843811, 994482.5389269239 171064.8899176031, 994380.4702266623 170979.4610187827, 994273.1150879012 170906.0367238399, 994161.2906664128 170845.1758996293, 994045.8481594957 170797.3417887193, 993927.6663233573 170762.8984821748, 993807.6447801802 170742.1081472543, 993686.697165721 170735.1290311226, 993565.7441699578 170742.0142559141, 993445.7065238192 170762.7114142296, 993327.4979856336 170797.0629681753, 993212.0183808246 170844.8074489468, 993100.1467479817 170905.5814477359, 992992.7346437427 170978.92238289, 992890.5996574746 171064.2720220599, 992794.5191853475 171160.9807326166, 992705.224511211 171268.3124279166, 992623.395239471 171385.4501716289, 992549.6541223309 171511.5023974584, 992484.5623208361 171645.5096968643, 992428.6151356937 171786.4521229871, 992382.238240412 171933.2569552585, 992345.7844452541 172084.8068653223, 992319.5310165725 172239.9484223018, 992303.6775717636 172397.500872396, 992298.3445657847 172556.2651262042, 992303.5723804212 172715.0328850468, 992319.3210232619 172872.5958371228, 992345.4704382533 173027.7548532579, 992381.8214255131 173179.3291124084, 992428.0971630004 173326.1650873772, 992483.9453184539 173467.1453225847, 992548.9407352884 173601.1969368358, 992622.5886718989 173727.2997867091, 992704.3285695689 173844.4942283226, 992793.5383203102 173951.8884184872, 992889.5390020108 174048.6650998837, 992991.6000449058 174134.0878185133, 993098.9447900214 174207.5065262413, 993210.7563973876 174268.3625259789, 993326.1840590665 174316.1927217431, 993444.3494699057 174350.6331414265, 993564.3535068004 174371.4217054951, 993685.2830659101 174378.4002205801, 993806.2180058693 174371.515582817, 993926.2381443562 174350.8201817627, 994044.4302550066 174316.4715019283, 994159.8950115357 174268.7309247795, 994271.7538265222 174207.9617405108, 994379.1555327815 174134.6263845053, 994481.282856888 174049.2829195787, 994577.3586354819 173952.5807907654, 994666.6517273213 173845.255884718, 994748.4825760876 173728.12493148, 994822.2283816501 173602.0792910368, 994887.3278405116 173468.0781718262, 994943.2854192994 173327.1413329091, 994989.6751286999 173180.3413251246, 995026.1437690991 173028.7953301973, 995052.4136230799 172873.6566600835, 995068.2845741713 172716.1059808412, 995073.6356354964 172557.3423280889))",33.5,0.467
271,"Osborn St, Watkins St, Riverdale",Nehemiah Park,5.0,"POLYGON ((1011882.988853159 180403.6856416094, 1011882.988853159 180403.6856416094, 1011877.890633745 180244.913344569, 1011862.273597602 180087.3374123027, 1011836.256400442 179932.15711262, 1011800.03686175 179780.5534938534, 1011753.89046498 179633.6803953602, 1011698.168266077 179492.6556647477, 1011633.294226174 179358.5526487494, 1011559.761988588 179232.392022467, 1011478.131124541 179115.1340192735, 1011389.022876131 179007.6711206039, 1011293.115428838 178910.8212612762, 1011191.138749571 178825.3216021533, 1011083.869029586 178751.8229176468, 1010972.122774533 178690.8846407916, 1010856.750586765 178642.9706036467, 1010738.630687303 178608.4455056468, 1010618.662226917 178587.5721366096, 1010497.758437371 178580.5093757709, 1010376.839675093 178587.3109819822, 1010256.826410488 178607.9251843709, 1010138.632216341 178642.1950765659, 1010023.156808925 178689.8598114068, 1009911.279194915 178750.5565871818, 1009803.850976515 178823.8234100984, 1009701.689865772 178909.1026119894, 1009605.573457729 179005.7450964594, 1009516.233309777 179113.0152809872, 1009434.349372457 179230.0966974756, 1009360.544814076 179356.0982083775, 1009295.381278541 179490.0607911763, 1009239.354612558 179630.9648393582, 1009192.891094574 179777.7379244007, 1009156.344194143 179929.2629595428, 1009129.991886229 180084.3867031329, 1009114.034540785 180241.92853686, 1009108.593403524 180400.6894519895, 1009113.709679191 180559.461175137, 1009129.344224237 180717.0353641789, 1009155.377850953 180872.2128042425, 1009191.612240647 181023.8125339065, 1009237.771458633 181170.6808319812, 1009293.504059392 181311.6999967059, 1009358.385765738 181445.7968504718, 1009431.922701412 181571.9509054188, 1009513.555152446 181689.2021278256, 1009602.661828519 181796.6582423027, 1009698.564591928 181893.5015201611, 1009800.533618079 181978.9950005105, 1009907.792948252 182052.488096673, 1010019.526392493 182113.4215454403, 1010134.88373769 182161.3316614083, 1010252.987213811 182195.8538643138, 1010372.938169096 182216.7254523001, 1010493.823903674 182223.7876002484, 1010614.724609696 182216.9865679301, 1010734.720365401 182196.374108775, 1010852.898129992 182162.1070761993, 1010968.358686403 182114.4462304609, 1011080.223479196 182053.7542551044, 1011187.641295744 181980.4929980709, 1011289.794740045 181895.2199584077, 1011385.906449998 181798.5840452778, 1011475.245010964 181691.3206415319, 1011557.130520621 181574.2460092407, 1011630.939762887 181448.2510798035, 1011696.110951537 181314.2946757828, 1011752.148007329 181173.3962159449, 1011798.624336125 181026.6279590043, 1011835.186079129 180875.1068450297, 1011861.554810385 180719.9859965341, 1011877.529660927 180562.4459438486, 1011882.988853159 180403.6856416094))",10.0,0.127
272,"Christopher St, Sutter Av, Belmont Av",Carter G Woodson Childrens Park,23.0,"POLYGON ((1011769.24871896 182844.5569382723, 1011769.24871896 182844.5569382723, 1011764.150304872 182685.7845399725, 1011748.534135877 182528.2085567628, 1011722.518861076 182373.0282568385, 1011686.302285337 182221.4246885274, 1011640.159869552 182074.5516907824, 1011584.442639378 181933.5271104304, 1011519.574518129 181799.424293034, 1011446.049104079 181673.2639121707, 1011364.425916517 181556.0061993086, 1011275.326139121 181448.5436336524, 1011179.427892901 181351.6941474553, 1011077.461074741 181266.1948987272, 1010970.201800852 181192.6966587249, 1010858.466497372 181131.7588570635, 1010743.105683318 181083.8453221963, 1010624.997493145 181049.3207496923, 1010505.040988514 181028.4479253779, 1010384.149310188 181021.3857243163, 1010263.242722434 181028.1879011123, 1010143.241602989 181048.8026805444, 1010025.059432217 181083.0731518595, 1009909.595834881 181130.7384634881, 1009797.729727778 181191.4358093599, 1009690.312625528 181264.7031913568, 1009588.162155585 181349.9829370691, 1009492.055832009 181446.6259459849, 1009402.725135439 181553.8966316381, 1009320.849944489 181670.9785221215, 1009247.05336089 181796.9804763195, 1009181.89696787 181930.9434683562, 1009125.876557763 182071.8478886325, 1009079.418361415 182218.6213058195, 1009042.875807868 182370.1466306472, 1009016.526839013 182525.2706192708, 1009000.571799385 182682.8126515346, 1008995.131917154 182841.5737171988, 1009000.248387502 183000.3455417218, 1009015.88206541 183157.9197822135, 1009041.913769762 183313.0972234248, 1009078.145196503 183464.6969038832, 1009124.300433483 183611.5651027848, 1009180.028065498 183752.5841190936, 1009244.903853161 183886.6807763161, 1009318.433965275 184012.8345880555, 1009400.058739787 184130.0855224217, 1009489.156944812 184237.54130619, 1009585.050507111 184334.3842131621, 1009687.009672119 184419.8772852447, 1009794.258556167 184493.3699388498, 1009905.981048795 184554.3029140915, 1010021.327020247 184602.2125291849, 1010139.418787051 184636.73420764, 1010259.357786566 184657.6052515865, 1010380.2314099 184664.6668400411, 1010501.119941393 184657.8652370173, 1010621.103551926 184637.2522002985, 1010739.269293143 184602.9845877058, 1010854.718039482 184555.3231639206, 1010966.571325388 184494.6306169014, 1011073.978025798 184421.3687989478, 1011176.120829322 184336.0952134048, 1011272.222454838 184239.4587736174, 1011361.551564455 184132.1948664647, 1011443.428327779 184015.1197578645, 1011517.229595296 183889.124382887, 1011582.393641471 183755.1675674958, 1011638.42444142 183614.2687336213, 1011684.89544862 183467.5001428401, 1011721.452844765 183315.9787378001, 1011747.818236993 183160.8576432162, 1011763.790781737 183003.3173913248, 1011769.24871896 182844.5569382723))",23.0,0.354
273,"Wyona St, Vermont St, Fulton St, Jamaica Ave, Arln",Wyona Street Playground,18.0,"POLYGON ((1014732.936703816 186527.8150823074, 1014732.936703816 186527.8150823074, 1014727.858483307 186369.0418706847, 1014712.263954237 186211.4637930745, 1014686.271601025 186056.2801335812, 1014650.079054073 185904.6719660461, 1014603.961591409 185757.7931643913, 1014548.27004876 185616.7616195797, 1014483.428153949 185482.6507301154, 1014409.929305628 185356.481230955, 1014328.332820911 185239.2134229469, 1014239.259680229 185131.7398620592, 1014143.387801866 185034.8785641993, 1014041.446882022 184949.3667772249, 1013934.212839793 184875.8553678162, 1013822.501909292 184814.903865779, 1013707.164424028 184766.9762038277, 1013589.078340905 184732.4371850492, 1013469.142553331 184711.5497052136, 1013348.270044407 184704.4727509445, 1013227.380932495 184711.2601891367, 1013107.395462346 184731.8603567888, 1012989.226995213 184766.11645436, 1012873.775051576 184813.7677397318, 1012761.918459542 184874.4515136176, 1012654.508661333 184947.7058812265, 1012552.363228812 185032.9732692801, 1012456.259637712 185129.6046713287, 1012366.929347888 185236.8645892856, 1012285.052234862 185353.9366332481, 1012211.251415014 185479.9297370707, 1012146.088503807 185613.8849422692, 1012090.059343206 185754.7826985232, 1012043.590230646 185901.5506252477, 1012007.034678269 186053.0716749715, 1011980.670726885 186208.1926363705, 1011964.698835075 186365.7329123442, 1011959.240359251 186524.4935059881, 1011964.336636119 186683.2661463384, 1011979.948674327 186840.8424842741, 1012005.957457465 186996.0232885253, 1012042.164855902 187147.627572027, 1012088.295140367 187294.501578853, 1012143.997085538 187435.527563752, 1012208.846647529 187569.6322971313, 1012282.350194711 187695.7952310941, 1012363.948267211 187813.0562642722, 1012453.019836344 187920.5230465431, 1012548.88703158 188017.3777679704, 1012650.820299014 188102.883380511, 1012758.043952061 188176.3892051023, 1012869.742072287 188237.3358816212, 1012985.064715409 188285.25962398, 1013103.134375494 188319.7957481752, 1013223.05265814 188340.681446407, 1013343.907112132 188347.7577861688, 1013464.778167685 188340.9709192351, 1013584.746128696 188320.3724912621, 1013702.898165906 188286.119248933, 1013818.335258056 188238.4718475947, 1013930.179028287 188177.7928685329, 1014037.578423975 188104.5440608413, 1014139.71618932 188019.2828288728, 1014235.815081555 187922.6579920264, 1014325.1437836 187815.4048488995, 1014407.022468171 187698.3395835537, 1014480.82797115 187572.3530561591, 1014545.998534763 187438.4040253944, 1014602.038084547 187297.5118539531, 1014648.520007381 187150.748752747, 1014685.090401904 186999.2316226203, 1014711.470776321 186844.1135558, 1014727.46017306 186686.5750614347, 1014732.936703816 186527.8150823074))",13.5,0.121
274,E.94th St B/w E. New York Ave & Rutland Road,East Flatbush Children's Park,28.0,"POLYGON ((1005917.550996428 180944.1272636588, 1005917.550996428 180944.1272636588, 1005912.413926578 180785.3561949964, 1005896.758570447 180627.7840732711, 1005870.703875395 180472.6101373591, 1005834.447946293 180321.0153871865, 1005788.266543564 180174.1535946585, 1005732.510989576 180033.1425213728, 1005667.60549934 179899.0554101547, 1005594.043955534 179772.9128150578, 1005512.386152449 179655.6748322369, 1005423.253537215 179548.2337907755, 1005327.324480776 179451.4074591222, 1005225.32911453 179365.9328190576, 1005118.043771957 179292.4604545738, 1005006.285077626 179231.5495983335, 1004890.903728573 179183.6638737021, 1004772.778015551 179149.1677645666, 1004652.807133585 179128.3238400868, 1004531.904332874 179121.2907553409, 1004410.98996232 179128.1220432999, 1004290.984458904 179148.7657071356, 1004172.801336339 179183.0646162037, 1004057.340226628 179230.7577024625, 1003945.480027623 179291.4819484111, 1003838.072208973 179364.7751511358, 1003735.934327455 179450.079441707, 1003639.843801306 179546.7455327429, 1003550.53199093 179654.0376620686, 1003468.678631173 179771.1391945808, 1003394.906657607 179897.1588396419, 1003329.777466145 180031.1374367279, 1003273.786642085 180172.0552574955, 1003227.360191082 180318.8397686317, 1003190.851300574 180470.3737964596, 1003164.537656233 180625.504030914, 1003148.619333761 180783.0498043571, 1003143.217281867 180941.8120781084, 1003148.372407836 181100.5825684962, 1003164.045272441 181258.1529428247, 1003190.116396354 181413.3240153075, 1003226.387175504 181564.9148730321, 1003272.581398273 181711.7718623538, 1003328.347352749 181852.777367619, 1003393.260507916 181986.8583152014, 1003466.826748198 182112.9943383077, 1003548.486136608 182230.2255404582, 1003637.617177836 182337.6597986331, 1003733.541548774 182434.4795504666, 1003835.52926039 182519.9480140994, 1003942.804211776 182593.4147932222, 1004054.550094109 182654.3208248641, 1004169.916599627 182702.2026322682, 1004288.025888594 182736.6958505652, 1004407.979265019 182757.5379984223, 1004528.864010609 182764.5704747522, 1004649.760325046 182757.7397650772, 1004769.748319987 182737.0978486383, 1004887.915013695 182702.8018029994, 1005003.361273354 182655.112609184, 1005115.208652319 182594.3931664463, 1005222.606070482 182521.1055317282, 1005324.736287065 182435.8074048065, 1005420.822116738 182339.1478857659, 1005510.132341796 182231.8625370874, 1005591.987275552 182114.7677878803, 1005665.763934619 181988.7547226436, 1005730.900780714 181854.7823019754, 1005786.901995961 181713.8700665781, 1005833.341258963 181567.0903800356, 1005869.864993009 181415.5602694398, 1005896.195061401 181260.4329258285, 1005912.130889414 181102.8889289989, 1005917.550996428 180944.1272636588))",29.25,0.498
