,Location,Name,count,geometry,SpatialLag,pval
1081,"1023 New York Avenue, Brooklyn, NY",PS 181K,37.0,"POLYGON ((1000677.679503955 175584.4006663252, 1000677.679503955 175584.4006663252, 1000672.507014294 175425.6309769937, 1000656.81417961 175268.0625000949, 1000630.720232501 175112.894446817, 1000594.423576577 174961.307772383, 1000548.200282223 174814.4561872957, 1000492.40199065 174673.4573755621, 1000427.453242133 174539.3844867402, 1000353.848248588 174413.2579667334, 1000272.147135002 174296.0377894167, 1000182.971678141 174188.6161484122, 1000087.000575015 174091.8106645748, 999984.9642770368 174006.358161075, 999877.6394292266 173932.909053463, 999765.8429568138 173872.0223974243, 999650.4258443649 173824.1616321539, 999532.2666548199 173789.6910515797, 999412.2648379968 173768.8730305572, 999291.3338795212 173761.8660270036, 999170.3943425978 173768.7233753387, 999050.3668557369 173789.3928803652, 998932.1650999504 173823.7172147092, 998816.6888490514 173871.4351167641, 998704.8171161144 173932.183380087, 998597.4014585518 174005.4996189277, 998495.259492788 174090.8257889402, 998399.1686681281 174187.5124361689, 998309.8603472313 174294.8236419196, 998228.0142383706 174411.9426258511, 998154.2532219188 174537.9779644525, 998089.1386103805 174671.9703777262, 998033.1658780774 174812.9000321341, 997986.7608929614 174959.6943042925, 997950.2766790889 175111.2359462142, 997923.9907343275 175266.3715898978, 997908.1029235474 175423.9205265569, 997902.7339632566 175582.6836934565, 997907.9245088762 175741.4528001691, 997923.6348516319 175899.0195245879, 997949.7452269535 176054.184708754, 997986.0567320657 176205.7674846299, 998032.2928454004 176352.6142601593, 998088.1015362471 176493.6074974881, 998153.0579483553 176627.6742164297, 998226.6676369536 176753.7941585357, 998308.370334402 176871.0075498106, 998397.5442158001 176978.4224028265, 998493.5106320155 177075.2213029597, 998595.5392740445 177160.6676270912, 998702.8537294866 177234.1111474371, 998814.6373888804 177294.9929780643, 998930.0396569764 177342.8498264047, 999048.1824218724 177377.3175175345, 999168.1667328052 177398.1337644106, 999289.0796360603 177405.1401630007, 999410.0011170215 177398.2833972846, 999530.0110958101 177377.615644738, 999648.1964233847 177343.2941795151, 999763.6578250948 177295.5801760136, 999875.5167390514 177234.8367222394, 999982.9219973399 177161.526057808, 1000085.056299513 177076.2060576805, 1000181.14242912 176979.5259883527, 1000270.449166161 176872.2215686344, 1000352.296850478 176755.1093727009, 1000426.06255384 176629.0806178037, 1000491.184821328 176495.094383889, 1000547.167945999 176354.1703167564, 1000593.585744134 176207.3808700096, 1000630.084802359 176055.8431450225, 1000656.38717177 175900.7103907741, 1000672.29248844 175743.1632282613, 1000677.679503955 175584.4006663252))",39.0,0.397
1082,"76 Riverdale Avenue, Brooklyn, NY  11212",PS 183K,22.0,"POLYGON ((1009608.820926479 179599.6842552855, 1009608.820926479 179599.6842552855, 1009603.707670234 179440.9124766272, 1009588.075362439 179283.3380466825, 1009562.042775025 179128.1602218584, 1009525.80784462 178976.5600316786, 1009479.646171813 178829.6912894157, 1009423.908928821 178688.6718095478, 1009359.020191275 178554.5748988678, 1009285.473714357 178428.4211860227, 1009203.829177665 178311.1708517879, 1009114.707927362 178203.7163192394, 1009018.788247888 178106.87545953, 1008916.800199253 178021.3853650391, 1008809.520059249 177947.8967373875, 1008697.764412827 177886.968933051, 1008582.383933828 177839.0657044074, 1008464.256906374 177804.5516685938, 1008344.282535491 177783.6895312396, 1008223.374097918 177776.6380860725, 1008102.45198547 177783.4510058181, 1007982.436694034 177804.0764334778, 1007864.24181183 177838.3573772234, 1007748.767060361 177886.0329057621, 1007636.891441309 177946.7401352285, 1007529.466541679 178020.0169922372, 1007427.310048265 178105.305732257, 1007331.19952096 178201.9571862644, 1007241.866472391 178309.2357034685, 1007159.990799065 178426.3247523436, 1007086.195606376 178552.3331372578, 1007021.042466958 178686.3017833622, 1006965.027148387 178827.211037999, 1006918.575842744 178973.9884330398, 1006882.041926626 179125.5168489153, 1006855.703276184 179280.6430182654, 1006839.760157423 179438.1863043278, 1006834.333707784 179596.9476873283, 1006839.46502022 179755.7188903372, 1006855.114836754 179913.291575213, 1006881.16385345 180068.4665385595, 1006917.413634495 180220.0628378152, 1006963.58812806 180366.9267779266, 1007019.335772385 180507.9406903129, 1007084.232175795 180642.0314373573, 1007157.78335019 180768.1785776961, 1007239.42947323 180885.4221302429, 1007328.549150562 180992.8698779855, 1007424.464145538 181089.7041559282, 1007526.444540482 181175.1880716781, 1007633.71429016 181248.6711113435, 1007745.457125316 181309.5940882379, 1007860.822761382 181357.4933966711, 1007978.933365228 181392.004538603, 1008098.890230854 181412.864896356, 1008219.7806134 181419.9157302543, 1008340.684669658 181413.1033861581, 1008460.682452354 181392.4797035674, 1008578.860905273 181358.2016212948, 1008694.320806105 181310.5299836801, 1008806.183604399 181249.8275563745, 1008913.598102693 181176.5562668427, 1009015.746930243 181091.2736904539, 1009111.852760074 180994.6288089668, 1009201.184222292 180887.3570734461, 1009283.061468592 180770.2748093722, 1009356.861345776 180644.2730062199, 1009422.022138885 180510.3105388659, 1009478.047847786 180369.4068722154, 1009524.511964695 180222.6343046119, 1009561.060723743 180071.1098089468, 1009587.415797796 179915.9865334785, 1009603.376421814 179758.4450270219, 1009608.820926479 179599.6842552855))",17.25,0.264
1083,"8601 Ridge Blvd., Brooklyn, NY 11209",PS 185K,240.0,"POLYGON ((976421.7317606622 166508.3677737037, 976421.7317606622 166508.3677737037, 976416.3988911043 166349.6037551716, 976400.5429544213 166192.0514425927, 976374.2844245316 166036.9099243736, 976337.8229576587 165885.3599540272, 976291.4358785341 165738.554962932, 976235.4760749295 165597.6122806847, 976170.369316383 165463.6046298842, 976096.611017445 165337.5519601034, 976014.7624699089 165220.4136833029, 975925.4465726893 165113.0813699319, 975829.3430917116 165016.3719610836, 975727.1834859288 164931.0215487731, 975619.7453388798 164857.6797715626, 975507.846438139 164796.9048682787, 975392.3385478653 164749.1594275201, 975274.1009219205 164714.8068654087, 975154.0336070958 164694.1086584757, 975033.0505875162 164687.222352593, 974912.0728226159 164694.2003634116, 974792.0212318322 164714.9895771981, 974673.8096796054 164749.4317553042, 974558.3380142654 164797.2647390305, 974446.4852139462 164858.1244458752, 974339.102691913 164931.5476417126, 974237.0078123526 165016.9754679958, 974140.9776661445 165113.7576969175, 974051.7431540627 165221.1576822195, 973969.9834225844 165338.3579677719, 973896.320694621 165464.4665112212, 973831.3155345569 165598.5234754086, 973775.4625836628 165739.5085355165, 973729.1867982155 165886.3486465312, 973692.8402189324 166037.9262116681, 973666.6992961477 166193.0875896656, 973650.9627909987 166350.6518760161, 973645.7502684429 166509.4198913317, 973651.1011933197 166668.1833084873, 973666.9746362695 166825.7338488854, 973693.2495914545 166980.8724779805, 973729.7259035769 167132.4185300402, 973776.1257968398 167279.2186927316, 973832.0959941207 167420.1557831733, 973897.2104100744 167554.157248672, 973970.9733974846 167680.203327607, 974052.8235221005 167797.3348082366, 974142.137837089 167904.660326654, 974238.2366246001 168001.3631482017, 974340.3885682893 168086.7073810185, 974447.8163174266 168160.0435742991, 974559.7024003726 168220.8136588995, 974675.1954424309 168268.5551926203, 974793.4166408952 168302.9048780602, 974913.4664481147 168323.6013260918, 975034.4314119245 168330.4870442817, 975155.3911215058 168323.5096348396, 975275.4252060228 168302.7221932247, 975393.6203329542 168268.2829042424, 975509.0771530449 168220.4538388075, 975620.9171392255 168159.598960362, 975728.2892675824 168086.1813563348, 975830.3764897357 168000.7597153581, 975926.4019474718 167903.9840772868, 976015.6348824737 167796.5908881325, 976097.3961961832 167679.397397557, 976171.0636176132 167553.2954413989, 976236.0764397708 167419.2446567052, 976291.9397885766 167278.2651805226, 976338.2283918189 167131.4298882007, 976374.5898193172 166979.8562300969, 976400.7471695824 166824.6977287663, 976416.5011823364 166667.1352013311, 976421.7317606622 166508.3677737037))",2.0,0.151
1084,"7601 19th Avenue, Brooklyn, NY 11214",PS 186K,1.0,"POLYGON ((987248.6351759125 161843.916522303, 987248.6351759125 161843.916522303, 987243.3719787949 161685.1503546586, 987227.5831580173 161527.5912056615, 987201.3886766962 161372.4382156791, 987164.9877035932 161220.8722254559, 987118.6571030258 161074.0467882555, 987062.7493329052 160933.0793892598, 986997.6897667357 160799.0429391454, 986923.9734598732 160672.9576066752, 986842.1613844936 160555.7830524491, 986752.876161901 160448.4111230063, 986656.7973245346 160351.6590610297, 986554.6561437607 160266.2632832167, 986447.2300628613 160192.8737734746, 986335.3367775521 160132.0491339844, 986219.8280092302 160084.2523319722, 986101.5830184199 160049.8471745651, 985981.5019079485 160029.0955386715, 985860.498766925 160022.1553768921, 985739.4947079166 160029.0795148547, 985619.4108504776 160049.8152489137, 985501.1613046258 160084.2047475126, 985385.6462078597 160131.9862529419, 985273.7448688727 160192.7960745047, 985166.3090703625 160266.1713577851, 985064.1565820099 160351.5536088776, 984968.0649331638 160448.2929468394, 984878.765492704 160555.6530518046, 984796.9379012859 160672.8167711007, 984723.2048983106 160798.8923406344, 984658.1275830314 160932.9201741114, 984602.2011458951 161073.8801683205, 984555.8511024812 161220.6994689369, 984519.4300586806 161372.2606374609, 984493.2150315668 161527.4101572989, 984477.4053462709 161684.9672140885, 984472.1211247043 161843.7326833717, 984477.4023773832 162002.4982572968, 984493.208705192 162160.0556407714, 984519.4196130711 162315.2057470848, 984555.8354331471 162466.7678231054, 984602.1788499848 162613.5884344901, 984658.0970162565 162754.5502427071, 984723.1642425767 162888.5805069343, 984796.8852408391 163014.6592463794, 984878.6988963226 163131.8270007547, 984967.9825397119 163239.1921301375, 985064.0566865514 163335.9375984665, 985166.190207994 163421.3271893887, 985273.6058934825 163494.7111069721, 985385.4863631608 163555.5309189552, 985500.980285028 163603.3238047902, 985619.2088496622 163637.7260763445, 985739.2724533365 163658.4759444062, 985860.2575388775 163665.4155100642, 985981.2435423246 163658.4919658302, 986101.3098927327 163637.757997289, 986219.543012026 163603.3713823638, 986335.0432618189 163555.5937911462, 986446.9317845361 163494.7887953899, 986554.3571868951 163421.4191028976, 986656.502015097 163336.0430376784, 986752.588972543 163239.3102927461, 986841.8868328993 163131.9569876272, 986923.7160035205 163014.8000683911, 986997.4536970227 162888.731092505, 987062.5386716333 162754.7094459327, 987118.4755041803 162613.7550438731, 987164.8383632251 162466.9405707731, 987201.2742534805 162315.3833184169, 987227.5057067706 162160.2366844271, 987243.3328988635 162002.681395474, 987248.6351759125 161843.916522303))",36.0,0.381
1085,"2515 Avenue L, Brooklyn, NY 11210",PS 193K,6.0,"POLYGON ((999434.9373790394 166001.7917584285, 999434.9373790394 166001.7917584285, 999429.7546516582 165843.0227873216, 999414.0474943999 165685.4555625023, 999387.9352488671 165530.2892856706, 999351.6164579359 165378.7048985937, 999305.3673604561 165231.8560944245, 999249.53979401 165090.8605360845, 999184.5585216852 164956.7913484642, 999110.9180029249 164830.6689493837, 999029.1786330877 164713.4532814756, 998939.9624800963 164606.0365041459, 998843.9485506886 164509.236201329, 998741.8676222159 164423.7891568633, 998634.4966793578 164350.3457448347, 998522.6529981679 164289.4649776749, 998407.1879224988 164241.6102498109, 998288.9803803248 164207.1458092869, 998168.930189447 164186.3339842437, 998047.9512036586 164179.3331854836, 997926.9643516764 164186.1967001864, 997806.8906221066 164206.8722862165, 997688.6440478977 164241.2025698615, 997573.1247439487 164288.9262442121, 997461.2120509915 164349.6800588052, 997353.7578381726 164423.0015855711, 997251.5800153383 164508.3327398329, 997155.4563046835 164605.0240295948, 997066.1183191456 164712.3395007336, 996984.2459927604 164829.4623403367, 996910.4624054271 164955.5010954629, 996845.3290414248 165089.4964599923, 996789.3415177899 165230.4285778565, 996742.9258150421 165377.2248068304, 996706.4350388065 165528.7678839701, 996680.1467368818 165683.9044303272, 996664.2607920911 165841.4537301782, 996658.8979067263 166000.2167180235, 996664.0986899887 166158.9851047922, 996679.8233551766 166316.5505738791, 996705.9520287331 166471.7139769339, 996742.2856686098 166623.2944594961, 996788.5475847935 166770.1384470495, 996844.3855501983 166911.12842303, 996909.3744857797 167045.1914321741, 996983.0196992471 167171.3072443676, 997064.7606525985 167288.5161171269, 997153.9752297874 167395.9260975283, 997249.9844719656 167492.7198081335, 997352.0577442012 167578.1606654155, 997459.4182944346 167651.5984832875, 997571.2491624015 167712.4744192975, 997686.6993935617 167760.3252257988, 997804.8905109875 167794.7867739092, 997924.9231959315 167815.5968233472, 998045.8841265209 167822.5970172924, 998166.8529226219 167815.7340869185, 998286.9091442616 167795.0602566255, 998405.1392904508 167760.7328467573, 998520.6437454507 167713.0130769215, 998632.5436197041 167652.2640789349, 998739.9874335643 167578.9481345284, 998842.1575931384 167493.6231587567, 998938.2766090862 167396.9384558865, 999027.6130111166 167289.6297798825, 999109.4869132978 167172.513737217, 999183.2751878606 167046.4815743026, 999248.4162081034 166912.4923969428, 999304.414124363 166771.5658732353, 999350.8426403339 166624.7744754159, 999387.3482610816 166473.2353196389, 999413.6529877512 166318.1016657047, 999429.5564384754 166160.5541414496, 999434.9373790394 166001.7917584285))",12.0,0.062
1086,"1599 E 22 St,  Brooklyn, NY  11210",PS 197K,10.0,"POLYGON ((999104.0600254117 162321.89157607, 999104.0600254117 162321.89157607, 999098.8743236943 162163.1228408245, 999083.1626161588 162005.5559936103, 999057.0442790352 161850.3902332558, 999020.7179015606 161698.8064976205, 998974.4597803245 161551.9584749184, 998918.6218215888 161410.9638221606, 998853.6288675241 161276.89565737, 998779.9754664931 161150.7743906401, 998698.2221118838 161033.5599560028, 998608.9909780623 160926.1445035293, 998512.9611857816 160829.345607104, 998410.8636331088 160743.9000399157, 998303.4754312554 160670.4581648198, 998191.6139876235 160609.5789825856, 998076.130781249 160561.7258756197, 997957.9048780927 160527.2630796256, 997837.8362356938 160506.4529102775, 997716.8388482725 160499.4537657489, 997595.8337845937 160506.318920651, 997475.7421718647 160526.9961203494, 997357.4781791355 160561.3279788512, 997241.9420538699 160609.0531772221, 997130.0132648193 160669.808453397, 997022.5438036304 160743.1313681361, 996920.3516961978 160828.4638261641, 996824.2147734331 160925.1563255418, 996734.8647488147 161032.4729028904, 996652.9816480118 161149.5967368408, 996579.1886329232 161275.636366841, 996514.0472595671 161409.6324800848, 996458.0532059455 161550.5652147563, 996411.6325022709 161697.3619239189, 996375.1382922286 161848.905340944, 996348.8481497528 162004.0420842674, 996332.9619716639 162161.5914366647, 996327.6004620397 162320.3543322275, 996332.8042196081 162479.1224825819, 996348.5334350351 162636.6875729299, 996374.6682001231 162791.850457807, 996411.0094264753 162943.4302867298, 996457.2803663374 163090.2734901816, 996513.1287239494 163231.2625575969, 996578.1293411801 163365.3245406402, 996651.7874368248 163491.4392170634, 996733.5423748521 163608.6468530671, 996822.7719327848 163716.05550516, 996918.7970377525 163812.8478060792, 997020.8869341095 163898.2871830497, 997128.2647432741 163971.7234612894, 997240.1133736317 164032.5978100738, 997355.5817354601 164080.4469939021, 997473.7912138465 164114.9068962235, 997593.8423503062 164135.7152893159, 997714.8216825388 164142.7138289692, 997835.8086903633 164135.8492589488, 997955.8827952039 164115.1738161212, 998074.1303599691 164080.8448331015, 998189.6516363535 164033.1235414292, 998301.5676067781 163972.3730845093, 998409.0266690942 163899.0557551126, 998511.2111133612 163813.7294788273, 998607.343341512 163717.0435697563, 998696.6917827124 163609.7337910413, 998778.576459404 163492.6167574715, 998852.3741618056 163366.5837229728, 998917.5231914775 163232.5937999606, 998973.5276377844 163091.6666621453, 999019.9611547333 162944.8747864233, 999056.4702093254 162793.3352925497, 999082.7767765711 162638.2014428898, 999098.6804605955 162480.6538667482, 999104.0600254117 162321.89157607))",8.0,0.185
1087,"4105 Farragut Road, Brooklun, NY 11210",PS 198K,10.0,"POLYGON ((1003011.698198765 171614.9217688265, 1003011.698198765 171614.9217688265, 1003006.540071397 171456.1517755914, 1002990.859765322 171298.5819829294, 1002964.776417786 171143.4116120416, 1002928.488351728 170991.8216357983, 1002882.271572153 170844.9657898392, 1002826.477670687 170703.9617906034, 1002761.531154186 170569.8828271574, 1002687.926217575 170443.7493916596, 1002606.222985398 170326.5215106661, 1002517.043250538 170219.0914364602, 1002421.065742557 170122.276854138, 1002319.020961604 170036.8146561435, 1002211.685617253 169963.3553318538, 1002099.876714613 169902.4580147679, 1001984.445332845 169854.5862252539, 1001866.270143485 169820.1043411863, 1001746.250718113 169799.274823477, 1001625.300676367 169792.2562175817, 1001504.340726683 169799.1019462254, 1001384.291652928 169819.759902688, 1001266.067300403 169854.0728474637, 1001150.567614903 169901.7796056483, 1001038.671787847 169962.5170555959, 1000931.231560035 170035.8228938351, 1000829.064734887 170121.139155153, 1000732.94895091 170217.8164609636, 1000643.615760727 170325.1189636628, 1000561.745061887 170442.2299490606, 1000487.959921916 170568.2580545141, 1000422.82183692 170702.244055002, 1000366.826459875 170843.1681657551, 1000320.399831078 170989.9578055282, 1000283.895139315 171141.4957615536, 1000257.590038305 171296.6286938342, 1000241.684538712 171454.1759141903, 1000236.299491671 171612.9383729108, 1000241.475675032 171771.7077849349, 1000257.173489326 171929.2758258185, 1000283.273265331 172084.4433275805, 1000319.576180935 172236.0294045317, 1000365.805779938 172382.8804395157, 1000421.610081203 172523.8788622745, 1000486.564261879 172657.9516531591, 1000560.173894172 172784.0785075919, 1000641.878710862 172901.2995989518, 1000731.056870914 173008.7228812708, 1000827.029692625 173105.5308758186, 1000929.066818233 173190.9868903188, 1001036.391770766 173264.4406232582, 1001148.187860871 173325.3331110528, 1001263.604398677 173373.2009800637, 1001381.763163687 173407.679971532, 1001501.76508336 173428.5077124372, 1001622.697069967 173435.5257113198, 1001743.638963654 173428.6805638779, 1001863.67052919 173408.0243592031, 1001981.878453246 173373.7142835484, 1002097.363289204 173326.0114246467, 1002209.246296828 173265.2787856696, 1002316.676124842 173191.9785239261, 1002418.835285814 173106.6684351555, 1002514.94637411 173009.9977104146, 1002604.277979786 172902.7019973488, 1002686.150253427 172785.5978038333, 1002759.940079668 172659.5762861543, 1002825.08582001 172525.5964691747, 1002881.091588872 172384.6779497578, 1002927.531030207 172237.8931392715, 1002964.050565929 172086.3591037677, 1002990.37209129 171931.2290640819, 1003006.29509658 171773.6836205298, 1003011.698198765 171614.9217688265))",18.25,0.105
1088,"1100 Elm Avenue, Brooklyn, NY 11230",PS 199K,24.0,"POLYGON ((995938.2132262468 163741.036170555, 995938.2132262468 163741.036170555, 995933.0071708853 163582.2680484184, 995917.2758811039 163424.7031850153, 995891.1388821566 163269.5407641201, 995854.7949053275 163117.9616981717, 995808.5203811383 162971.1196398853, 995752.6673407063 162830.1322008627, 995687.6607409861 162696.072444248, 995613.9952342024 162569.9607161208, 995532.2314058845 162452.7568779269, 995442.99151012 162345.3529990663, 995346.9547343553 162248.5665653411, 995244.8520298166 162163.1342550467, 995137.4605469363 162089.7063301412, 995025.5977180848 162028.8416851954, 994910.1150328588 161981.0035919292, 994791.8915532546 161946.5561717765, 994671.8272183749 161925.7616233405, 994550.8359896493 161918.778225902, 994429.8388889858 161925.6591341716, 994309.7569829744 161946.3519736141, 994191.5043667982 161980.6992391858, 994075.9812013315 162028.4394946817, 993964.0668566914 162089.2093634189, 993856.613214576 162162.5462950989, 993754.43818049 162247.8920877645, 993658.3194553935 162344.597137985, 993568.9886142602 162451.925386893, 993487.1255367545 162569.0599242751, 993413.3532323656 162695.1092081603, 993348.2330994945 162829.1138522733, 993292.2606544673 162970.0539299155, 993245.861763048 163116.8567382864, 993209.3894028956 163268.4049643769, 993183.1209816586 163423.5451900369, 993167.2562308378 163581.0966715901, 993161.915691437 163739.8603269304, 993167.1398025766 163898.6278619504, 993182.8886000314 164056.1909665496, 993209.0420265711 164211.3505104017, 993245.4008517822 164362.9256684713, 993291.6881939676 164509.7629067964, 993347.5516325565 164650.7447602164, 993412.5658946366 164784.7983353115, 993486.2360951812 164910.9034738149, 993568.001506029 165028.100514509, 993657.2398250184 165135.4975945363, 993753.2719126095 165232.2774346603, 993855.3669600234 165317.7035569442, 993962.7480494891 165391.1258874421, 994074.5980644245 165451.9857015632, 994190.065904588 165499.8198743821, 994308.2729590388 165534.264403571, 994428.3197877484 165555.0571783765, 994549.2929611927 165562.0399734162, 994670.2720060777 165555.1596522493, 994790.3364044159 165534.4685716107, 994908.5725929958 165500.1241830914, 995024.0809100844 165452.387835465, 995135.9824367281 165391.6227866984, 995243.4256806868 165318.291440621, 995345.5930524092 165232.9518294703, 995441.7070837483 165136.2533688783, 995531.0363423483 165028.9319174748, 995612.9009966324 164911.8041789259, 995686.6779891918 164785.7614886418, 995751.8057791912 164651.7630325302, 995807.7886176329 164510.8285492956, 995854.2003229682 164364.03057174, 995890.6875281798 164212.4862661061, 995916.9723745735 164057.3489314054, 995932.8546315646 163899.7992234874, 995938.2132262468 163741.036170555))",24.0,0.174
1089,"5101 Avenue M, Brooklyn, NY  11234",PS 203K,14.0,"POLYGON ((1006236.233175968 166006.9899461, 1006236.233175968 166006.9899461, 1006231.094854757 165848.2195316486, 1006215.431767965 165690.6479198723, 1006189.362921786 165535.4743458, 1006153.086528792 165383.8798066723, 1006106.878505143 165237.0180728797, 1006051.09037582 165096.0069056806, 1005986.146603741 164961.9195487507, 1005912.541362935 164835.7765581414, 1005830.834780248 164718.5380331997, 1005741.648674063 164611.0963072746, 1005645.66182241 164514.2691541857, 1005543.604796543 164428.7935621306, 1005436.254399217 164355.3201224797, 1005324.427750095 164294.4080762268, 1005208.976063393 164246.5210559, 1005090.778165171 164212.0235553483, 1004970.733799835 164191.1781543857, 1004849.756776823 164184.1435193766, 1004728.768009925 164190.9731950983, 1004608.688502314 164211.6151969895, 1004490.432330916 164245.912407002, 1004374.899683689 164293.6037699789, 1004262.970002927 164354.3262814291, 1004155.495287071 164427.6177515466, 1004053.293602031 164512.9203244347, 1003957.142851625 164609.5847256475, 1003867.7748546 164716.875205718, 1003785.869773426 164833.9751419394, 1003712.0509373 164959.9932556622, 1003646.880098788 165093.9703978526, 1003590.853160151 165234.8868510959, 1003544.396401898 165381.6700923569, 1003507.863242123 165533.2029574978, 1003481.531551213 165688.3321452304, 1003465.601542202 165845.8769957881, 1003460.194252756 166004.6384774878, 1003465.350630008 166163.4083126472, 1003481.031225224 166320.9781735929, 1003507.116500226 166476.1488784838, 1003543.40774326 166627.7395172413, 1003589.628586956 166774.5964380143, 1003645.427116803 166915.6020257581, 1003710.378553866 167049.6832063584, 1003783.988491221 167175.8196113909, 1003865.696659316 167293.0513416253, 1003954.881191607 167400.4862701807, 1004050.863357874 167497.3068297521, 1004152.912729231 167582.7762324817, 1004260.252735501 167656.2440750719, 1004372.066572748 167717.1512865832, 1004487.503416038 167765.0343813981, 1004605.684890322 167799.5289849409, 1004725.711750225 167820.3726054103, 1004846.670718201 167827.4066305492, 1004967.641429062 167820.5775341104, 1005087.703428249 167799.9372830543, 1005205.943170824 167765.6429422233, 1005321.46096801 167717.9554796026, 1005433.377828726 167657.2377811812, 1005540.842144058 167583.9518905145, 1005643.036164114 167498.6554939746, 1005739.18221797 167401.9976783338, 1005828.548629581 167294.713992952, 1005910.455284656 167177.6208541189, 1005984.278806169 167051.6093339182, 1006049.45729919 166917.6383810349, 1006105.494628883 166776.7275248569, 1006151.964199011 166629.9491183328, 1006188.512202197 166478.4201787131, 1006214.860317046 166323.2938879893, 1006230.80783149 166165.7508179203, 1006236.233175968 166006.9899461))",17.75,0.064
1090,"8101 15th Avenue, Brooklyn, NY 11228",PS 204K,0.0,"POLYGON ((983916.8322875478 162863.8469343692, 983916.8322875478 162863.8469343692, 983911.5475625778 162705.0814440424, 983895.737820853 162547.524414676, 983869.5231847177 162392.3749705049, 983833.102976324 162240.8139253154, 983786.7542063949 162093.9947947579, 983730.8294711257 161953.0350160218, 983665.7542731476 161819.0074418055, 983592.0237867832 161692.9321733133, 983510.1990921469 161575.7687945531, 983420.902906584 161468.409067007, 983324.814845978 161371.6701404809, 983222.6662519079 161286.2883316762, 983115.2346240846 161212.9135181719, 983003.3377004405 161152.1041902818, 982887.8272300747 161104.3231986671, 982769.5824864669 161069.9342301084, 982649.5035705752 161049.1990382445, 982528.5045548055 161042.2754505478, 982407.5065203337 161049.2161664358, 982287.4305408564 161069.9683560987, 982169.1906664321 161104.3740626844, 982053.6869609567 161152.1714051308, 981941.7986464191 161212.9965722031, 981834.3774063896 161286.3865926701, 981732.2408997343 161371.7828604665, 981636.1665341621 161468.535387963, 981546.8855470133 161575.9077549311, 981465.077438492 161693.0827153703, 981391.3647997013 161819.1684196653, 981326.3085749147 161953.2052043869, 981270.4037940473 162094.1728982488, 981224.0758078563 162240.998588326, 981187.6770543524 162392.564787531, 981161.4843809678 162547.7179410162, 981145.6969426996 162705.2772067871, 981140.4346921471 162864.0434436119, 981145.7374726018 163022.8083378266, 981161.5647211205 163180.3635995285, 981187.7957834237 163335.510158186, 981224.2308382584 163487.0672876861, 981270.5924238 163633.8815913592, 981326.5275544575 163774.83577868, 981391.6104117411 163908.8571668325, 981465.3455886036 164034.9258425832, 981547.1718624125 164152.0824222359, 981636.4664678402 164259.4353509021, 981732.5498370149 164356.1676853605, 981834.6907709042 164441.5433091933, 981942.1120025479 164514.9125327413, 982053.996109896 164575.7170355638, 982169.4917332669 164623.4941135984, 982287.7200502984 164657.8801989714, 982407.7814591463 164678.6136256335, 982528.7624193432 164685.5366197828, 982649.7423983335 164678.5965000023, 982769.8008710169 164657.8460780179, 982888.0243192734 164623.4432569457, 983003.5131783079 164575.6498301748, 983115.3886772329 164514.8294899869, 983222.7995218741 164441.4450609445, 983324.9283692241 164356.0549792073, 983420.998044298 164259.309044443, 983510.2774522741 164151.9434765824, 983592.0871409307 164034.775315023, 983665.8044711528 163908.696202805, 983730.8683561203 163774.66560306, 983786.7835331672 163633.7034991404, 983833.1243356541 163486.882634131, 983869.537936153 163335.3203485152, 983895.7470361139 163180.1700782204, 983911.5519814261 163022.6125776421, 983916.8322875478 162863.8469343692))",24.5,0.148
